date,outbound_docs,outbound_orders,outbound_qty,outbound_gross_kg,outbound_cbm,outbound_load_units,outbound_picks,outbound_full_picks,outbound_partial_picks,packing_lines,packing_orders,packing_pallets,packing_gross_kg,packing_net_kg,packing_volume_dm3,inbound_docs,inbound_avizo,inbound_articles,inbound_lines,inbound_qty,inbound_gross_kg,inbound_cbm,inbound_consumables_gross_kg,inbound_equipment_gross_kg,inbound_other_gross_kg,inbound_customs_gross_kg,inbound_unknown_gross_kg,handling_in_qty,handling_out_qty,wrapping_qty,putaway_qty,net_flow_gross_kg,net_flow_cbm
2022-11-15,728.0,728.0,74188.0,618404.24,756.847,1421.0,2785.0,833.0,1952.0,2912.0,725.0,1.0,933592.75,0.0,2164121.0,98.0,98.0,154.0,379.0,24591.0,113502.88,118.659,121409.78,13918.12,0.0,0.0,91677.86,,,,,-504901.36,-638.188
2022-11-16,569.0,569.0,70203.0,590669.33,711.615,1280.0,2535.0,764.0,1771.0,2663.0,561.0,1.0,987131.4400000001,0.0,2275566.0,82.0,82.0,145.0,475.0,41729.0,180894.32,207.358,305382.68,31090.02,1.1,0.0,25314.84,,,,,-409775.00999999995,-504.257
2022-11-17,401.0,401.0,25229.0,192194.29,242.643,623.0,1240.0,203.0,1037.0,1296.0,394.0,1.0,278964.31,0.0,814485.0,12.0,12.0,67.0,178.0,6437.0,81891.72,74.987,104053.36,1836.8,81.6,0.0,57811.68,,,,,-110302.57,-167.656
2022-11-18,706.0,706.0,118571.0,762029.5,920.111,1573.0,2660.0,909.0,1751.0,2824.0,698.0,1.0,952714.93,0.0,2109569.0,155.0,155.0,272.0,1044.0,27404.0,579543.19,643.3149999999999,971639.02,16184.66,0.0,0.0,171262.7,,,,,-182486.31000000006,-276.79600000000005
2022-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0,4546.0,0.0,26144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2022-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,1136.99,0.0,5895.0,12.0,12.0,83.0,637.0,16020.0,594657.96,771.13,1127899.28,0.0,0.0,0.0,61416.64,,,,,594657.96,771.13
2022-11-21,506.0,506.0,88162.0,691705.97,930.658,1247.0,2067.0,795.0,1272.0,2303.0,513.0,1.0,974392.75,0.0,1961361.0,118.0,117.0,255.0,1025.0,49980.0,718018.3099999999,896.317,1308982.42,20091.38,0.0,0.0,106962.82,,,,,26312.339999999967,-34.34100000000001
2022-11-22,648.0,648.0,39694.0,516071.22,673.551,1214.0,2281.0,651.0,1630.0,2482.0,648.0,1.0,762631.37,0.0,1690996.0,128.0,127.0,383.0,1024.0,145621.0,494180.87,572.434,858567.08,23892.18,992.0,0.0,104910.48,,,,,-21890.349999999977,-101.11700000000008
2022-11-23,558.0,558.0,50445.0,655190.98,793.467,1218.0,2173.0,816.0,1357.0,2270.0,549.0,1.0,827768.79,0.0,1670369.0,112.0,112.0,219.0,535.0,29776.0,250142.78,275.498,399825.02,6125.5,0.0,0.0,94335.04,,,,,-405048.19999999995,-517.969
2022-11-24,496.0,496.0,69070.0,722729.29,782.612,1267.0,2250.0,855.0,1395.0,2297.0,488.0,1.0,961008.374,0.0,2016671.25,161.0,159.0,403.0,1598.0,73693.0,1087204.04,1353.081,1930967.96,12278.58,28.02,0.0,231133.52,,,,,364474.75,570.4689999999999
2022-11-25,668.0,668.0,86829.0,882287.29,1054.848,1703.0,3029.0,1127.0,1902.0,3015.0,656.0,1.0,1098108.418,0.0,2337884.0,95.0,95.0,155.0,418.0,52703.0,179709.76,210.152,286295.26,9886.86,0.0,0.0,63237.4,,,,,-702577.53,-844.6959999999999
2022-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,3.0,1.0,6292.0,0.0,85180.0,7.0,7.0,69.0,385.0,9398.0,346808.55,466.86899999999997,643436.26,0.0,0.0,0.0,50180.84,,,,,346808.55,466.86899999999997
2022-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,4.0,1.0,53146.0,0.0,82416.0,17.0,17.0,110.0,771.0,18670.0,670518.53,895.659,1264287.66,0.0,0.0,0.0,76749.4,,,,,670518.53,895.659
2022-11-28,553.0,553.0,49496.0,538329.3,723.914,1130.0,2130.0,700.0,1430.0,2278.0,553.0,1.0,740711.27,0.0,1959290.0,95.0,93.0,307.0,821.0,81293.0,415529.52,566.375,727869.68,8263.4,0.0,0.0,94925.95999999999,,,,,-122799.78000000003,-157.539
2022-11-29,598.0,598.0,69562.0,528954.58,615.737,1230.0,2273.0,642.0,1631.0,2453.0,593.0,1.0,770801.001,0.0,1861040.0,94.0,94.0,309.0,969.0,45234.0,681010.39,814.592,1231598.42,12271.36,0.0,0.0,118151.0,,,,,152055.81000000006,198.85500000000002
2022-11-30,524.0,524.0,67879.0,505600.27,637.966,1117.0,2096.0,658.0,1438.0,2265.0,518.0,1.0,769987.937,0.0,1885810.0,84.0,84.0,220.0,693.0,26524.0,466452.55,585.31,764081.1,3721.6,0.0,0.0,165102.4,,,,,-39147.72000000003,-52.65600000000006
2022-12-01,546.0,546.0,47360.0,495148.44,645.007,1047.0,1759.0,556.0,1203.0,1825.0,537.0,1.0,588460.7660000001,0.0,1382161.0,102.0,102.0,330.0,1097.0,46326.0,592244.92,734.394,998742.44,16178.1,14.32,0.0,169554.98,,,,,97096.48000000004,89.38700000000006
2022-12-02,596.0,596.0,53073.0,704219.34,916.172,1414.0,2394.0,874.0,1520.0,2560.0,584.0,1.0,889204.953,0.0,2207785.25,127.0,127.0,247.0,895.0,82824.0,585816.36,695.879,1020128.16,20976.32,0.0,0.0,130528.24,,,,,-118402.97999999998,-220.293
2022-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,5100.0,0.0,9600.0,4.0,4.0,59.0,205.0,5508.0,167618.49,236.60399999999998,297082.12,0.0,0.0,0.0,38154.86,,,,,167618.49,236.60399999999998
2022-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,692.0,0.0,2160.0,14.0,14.0,104.0,748.0,18355.0,668190.6,886.3539999999999,1153523.82,0.0,0.0,0.0,182857.38,,,,,668190.6,886.3539999999999
2022-12-05,657.0,657.0,71313.0,845723.85,1067.435,1586.0,2623.0,1057.0,1566.0,2788.0,653.0,1.0,1150941.998,0.0,2508504.0,99.0,99.0,244.0,604.0,70713.0,239676.22,208.677,383324.46,31795.48,0.0,0.0,64232.5,,,,,-606047.63,-858.7579999999999
2022-12-06,594.0,594.0,65671.0,571906.06,759.489,1238.0,2323.0,766.0,1557.0,2363.0,592.0,1.0,785926.214,0.0,1920540.0,98.0,98.0,214.0,896.0,66765.0,501581.33999999997,591.381,799744.3,25339.38,0.0,0.0,178079.0,,,,,-70324.72000000009,-168.10800000000006
2022-12-07,558.0,558.0,49624.0,699549.14,885.069,1353.0,2140.0,844.0,1296.0,2226.0,551.0,1.0,848500.551,0.0,1858096.5,131.0,126.0,377.0,1404.0,120436.0,907334.77,1167.713,1500333.78,13553.98,0.0,0.0,300781.77999999997,,,,,207785.63,282.644
2022-12-08,575.0,575.0,70314.0,735193.61,910.246,1327.0,2208.0,840.0,1368.0,2202.0,566.0,1.0,917703.536,0.0,1711120.0,129.0,126.0,388.0,1134.0,72862.0,658605.95,800.429,1069264.78,23303.58,33.36,0.0,224610.18,,,,,-76587.66000000003,-109.81700000000001
2022-12-09,684.0,684.0,92913.0,971632.3,1237.635,1750.0,2999.0,1223.0,1776.0,2885.0,669.0,1.0,1247217.515,0.0,2633540.0,144.0,144.0,360.0,913.0,65160.0,417871.21,505.138,641791.36,36498.68,1.08,0.0,157451.3,,,,,-553761.0900000001,-732.4970000000001
2022-12-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1895.0,0.0,1965.0,3.0,3.0,33.0,160.0,4367.0,154057.9,197.47899999999998,258040.6,0.0,0.0,0.0,50075.2,,,,,154057.9,197.47899999999998
2022-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,1.0,19955.0,0.0,15621.0,12.0,12.0,90.0,645.0,15929.0,587638.96,744.823,1035918.02,0.0,0.0,0.0,139359.9,,,,,587638.96,744.823
2022-12-12,610.0,610.0,60853.0,946435.13,1206.064,1540.0,2439.0,1050.0,1389.0,2572.0,605.0,1.0,1205535.712,0.0,2334981.0,97.0,97.0,199.0,1101.0,45201.0,769879.91,916.189,1319241.48,20692.78,0.0,0.0,199825.56,,,,,-176555.21999999997,-289.8750000000001
2022-12-13,602.0,602.0,68525.0,712209.45,851.392,1344.0,2662.0,842.0,1820.0,2842.0,598.0,1.0,1123870.45,0.0,2545828.0,130.0,129.0,245.0,890.0,68361.0,539099.1,631.009,903900.88,20700.9,0.0,0.0,153596.42,,,,,-173110.34999999998,-220.38300000000004
2022-12-14,624.0,624.0,64275.0,839826.54,1051.801,1545.0,2783.0,994.0,1789.0,2886.0,623.0,1.0,1190271.81,0.0,2544881.0,76.0,76.0,197.0,602.0,93964.0,299232.86,331.068,464310.26,28547.76,0.0,0.0,105607.7,,,,,-540593.68,-720.733
2022-12-15,433.0,433.0,52341.0,402751.49,561.199,882.0,1475.0,498.0,977.0,1617.0,430.0,1.0,549876.17,0.0,1279836.0,137.0,136.0,294.0,1010.0,34840.0,566655.78,642.064,877001.82,5431.54,21.98,0.0,250856.22,,,,,163904.29000000004,80.86500000000001
2022-12-16,701.0,701.0,112716.0,889073.29,1090.055,1672.0,3010.0,1075.0,1935.0,3241.0,690.0,1.0,1202428.47,0.0,3052127.25,41.0,41.0,158.0,333.0,82930.0,128101.49,157.73,202480.84,7201.1,0.0,0.0,46521.04,,,,,-760971.8,-932.325
2022-12-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,106.0,496.0,14611.0,381014.99,545.477,672066.44,0.0,0.0,0.0,89963.54,,,,,381014.99,545.477
2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2022-12-19,410.0,410.0,43384.0,530714.96,670.3340000000001,962.0,1596.0,610.0,986.0,1732.0,408.0,1.0,716623.39,0.0,1335666.0,134.0,134.0,195.0,680.0,45424.0,266060.91,372.525,419700.26,10098.84,0.0,0.0,102322.72,,,,,-264654.05,-297.8090000000001
2022-12-20,570.0,570.0,98625.0,463591.27,553.347,1196.0,2182.0,692.0,1490.0,2296.0,568.0,1.0,740810.1900000001,0.0,1767309.0,118.0,118.0,159.0,347.0,19668.0,112781.23,157.203,171651.1,11351.5,0.0,0.0,42559.86,,,,,-350810.04000000004,-396.144
2022-12-21,325.0,325.0,59537.0,269329.48,361.303,667.0,1196.0,353.0,843.0,1293.0,321.0,1.0,398969.69,0.0,986844.0,83.0,83.0,116.0,359.0,8294.0,108060.55,119.207,175804.26,13383.76,0.0,0.0,26933.079999999998,,,,,-161268.93,-242.096
2022-12-22,274.0,274.0,104097.0,320680.1,342.943,642.0,1445.0,462.0,983.0,1421.0,255.0,1.0,531791.38,0.0,1156811.0,84.0,84.0,187.0,496.0,10097.0,120534.31,109.62,196828.26,10894.48,37.82,0.0,33308.06,,,,,-200145.78999999998,-233.32299999999998
2022-12-23,190.0,190.0,20147.0,268525.43,359.238,483.0,793.0,347.0,446.0,838.0,193.0,1.0,325854.24,0.0,729959.0,78.0,78.0,106.0,254.0,8277.0,94815.87,94.132,169642.08,5945.02,0.0,0.0,14044.64,,,,,-173709.56,-265.106
2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,5.0,1.0,19211.0,0.0,163488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2022-12-27,180.0,180.0,17249.0,262825.8,297.776,481.0,727.0,349.0,378.0,822.0,183.0,1.0,317703.58,0.0,754480.0,37.0,37.0,67.0,150.0,5322.0,64670.64,56.272,107704.52,3873.56,0.0,0.0,17763.2,,,,,-198155.15999999997,-241.50400000000002
2022-12-28,298.0,298.0,107172.0,350360.27,371.208,717.0,1326.0,449.0,877.0,1512.0,311.0,1.0,492922.34,0.0,1165530.0,60.0,60.0,67.0,124.0,1413.0,5653.37,5.544,2172.0,7503.96,0.0,0.0,1630.78,,,,,-344706.9,-365.66400000000004
2022-12-29,299.0,299.0,57129.0,479028.77999999997,583.929,882.0,1353.0,650.0,703.0,1429.0,289.0,1.0,562813.03,0.0,1260413.0,40.0,40.0,53.0,186.0,784.0,7993.76,6.5760000000000005,1701.96,6844.22,0.0,0.0,7441.34,,,,,-471035.01999999996,-577.353
2022-12-30,204.0,204.0,35149.0,266843.24,320.218,577.0,886.0,439.0,447.0,941.0,195.0,1.0,332076.29,0.0,882654.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,-266843.24,-320.218
2022-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,7.0,1.0,25823.0,0.0,95803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2023-01-02,337.0,337.0,38966.0,443334.88,660.585,808.0,1387.0,542.0,845.0,1516.0,339.0,619.0,558472.47,333882.46,1367018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14404.96,3306.3,0.0,0.0,18011.12,,,,,-443334.88,-660.585
2023-01-03,435.0,435.0,58563.0,536591.18,679.813,938.0,1807.0,580.0,1227.0,1793.0,419.0,832.0,745934.71,496556.52999999997,1564247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62477.42,10509.32,0.0,0.0,3589.02,,,,,-536591.18,-679.813
2023-01-04,425.0,425.0,55891.0,546416.7,677.558,969.0,1727.0,612.0,1115.0,1810.0,427.0,957.0,803616.46,551992.12,1563311.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71304.98,43273.32,0.0,0.0,18009.64,,,,,-546416.7,-677.558
2023-01-05,337.0,337.0,53723.0,421221.70999999996,510.344,841.0,1449.0,514.0,935.0,1526.0,336.0,770.0,585911.6900000001,369460.95,1493900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593623.08,11781.5,99.67999999999999,0.0,167980.2,,,,,-421221.70999999996,-510.344
2023-01-06,514.0,514.0,71543.0,436277.82,553.005,1060.0,2007.0,613.0,1394.0,1932.0,512.0,935.0,535819.43,373876.72,1283317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671025.44,509.48,0.56,0.0,205438.13999999998,,,,,-436277.82,-553.005
2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1107265.92,0.0,0.0,0.0,311781.42,,,,,0.0,0.0
2023-01-09,424.0,424.0,39793.0,454132.38,615.03,910.0,1615.0,506.0,1109.0,1697.0,419.0,911.0,680396.6,437574.43,1358357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720234.96,12434.88,0.0,0.0,190540.52,,,,,-454132.38,-615.03
2023-01-10,518.0,518.0,66383.0,507096.43,661.072,1033.0,1991.0,537.0,1454.0,2078.0,506.0,1016.0,698398.15,496507.43,1543573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,692707.42,44930.44,0.0,0.0,117661.36,,,,,-507096.43,-661.072
2023-01-11,483.0,483.0,59616.0,466000.18,558.349,898.0,1706.0,459.0,1247.0,1762.0,474.0,899.0,630863.29,438853.98,1321868.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945558.74,10578.7,0.02,0.0,164425.14,,,,,-466000.18,-558.349
2023-01-12,500.0,500.0,44343.0,432259.67,516.754,1001.0,1900.0,535.0,1365.0,1960.0,495.0,989.0,596484.04,430131.14,1415155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817330.74,14323.36,5.72,0.0,148679.46,,,,,-432259.67,-516.754
2023-01-13,602.0,602.0,57056.0,649997.49,826.858,1365.0,2536.0,913.0,1623.0,2783.0,605.0,1476.0,986615.71,696785.92,2288796.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031279.28,18210.44,0.0,0.0,142052.44,,,,,-649997.49,-826.858
2023-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193873.88,0.0,0.0,0.0,31857.72,,,,,0.0,0.0
2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,5.0,7871.0,3382.64,11520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943341.92,0.0,0.0,0.0,155675.96,,,,,0.0,0.0
2023-01-16,573.0,573.0,53954.0,545844.7,762.399,1175.0,2208.0,675.0,1533.0,2415.0,571.0,1176.0,802073.13,544781.0,1878881.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950126.82,11975.74,0.0,0.0,203955.54,,,,,-545844.7,-762.399
2023-01-17,634.0,634.0,64135.0,689426.66,1070.032,1339.0,2457.0,756.0,1701.0,2875.0,638.0,1417.0,1042729.78,694384.276,2302360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,890374.4,8711.04,0.0,0.0,186712.6,,,,,-689426.66,-1070.032
2023-01-18,590.0,590.0,48337.0,572771.91,691.706,1204.0,2334.0,663.0,1671.0,2440.0,590.0,1198.0,863402.38,567293.15,1896465.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,910461.38,14878.26,0.6,0.0,168337.94,,,,,-572771.91,-691.706
2023-01-19,522.0,522.0,56760.0,600859.33,703.649,1155.0,2347.0,734.0,1613.0,2327.0,509.0,1082.0,747954.8,514384.58,1720116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990038.66,21492.06,53.14,0.0,119635.44,,,,,-600859.33,-703.649
2023-01-20,595.0,595.0,74718.0,734702.95,918.814,1358.0,2672.0,902.0,1770.0,2713.0,586.0,1344.0,933333.31,692611.996,2226299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067834.28,35674.22,0.0,0.0,210155.8,,,,,-734702.95,-918.814
2023-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,3.0,5.0,29435.0,1380.36,83036.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0,31.5,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125131.22,0.0,0.0,0.0,161629.2,,,,,0.0,0.0
2023-01-23,520.0,520.0,56305.0,441296.96,611.897,1020.0,2079.0,511.0,1568.0,2178.0,522.0,1038.0,683747.38,451632.07,1587606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,798143.52,14836.68,0.0,0.0,134581.46,,,,,-441296.96,-611.897
2023-01-24,594.0,594.0,45029.0,369119.67,447.25,993.0,2058.0,496.0,1562.0,2191.0,598.0,1023.0,591923.65,385511.12,1649055.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,983263.58,15793.62,0.0,0.0,148694.46,,,,,-369119.67,-447.25
2023-01-25,634.0,634.0,50006.0,583312.73,673.443,1333.0,2417.0,748.0,1669.0,2667.0,620.0,1296.0,856544.54,558142.51,2071295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,834627.7,22591.04,0.0,0.0,224390.36,,,,,-583312.73,-673.443
2023-01-26,578.0,578.0,84196.0,679978.91,864.391,1363.0,2336.0,818.0,1518.0,2448.0,570.0,1358.0,898165.09,678494.464,1920575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,933706.88,17851.14,112.96000000000001,0.0,245725.32,,,,,-679978.91,-864.391
2023-01-27,720.0,720.0,79729.0,1051505.18,1328.523,1935.0,3236.0,1384.0,1852.0,3306.0,711.0,1886.0,1348687.97,1031269.4299999999,2829746.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734855.64,12863.76,0.0,0.0,176678.86,,,,,-1051505.18,-1328.523
2023-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0,10.0,5366.0,1992.4,23552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267243.12,0.0,0.0,0.0,42374.56,,,,,0.0,0.0
2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,2.0,9.0,18141.0,5677.9800000000005,42480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1284309.78,0.0,0.0,0.0,103338.5,,,,,0.0,0.0
2023-01-30,572.0,572.0,50715.0,667338.3099999999,860.5550000000001,1480.0,2266.0,966.0,1300.0,2440.0,574.0,1532.0,895820.31,705279.07,2032232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,808699.3,11093.58,0.0,0.0,99489.72,,,,,-667338.3099999999,-860.5550000000001
2023-01-31,640.0,640.0,64610.0,687337.41,816.991,1341.0,2418.0,770.0,1648.0,2551.0,639.0,1344.0,981817.66,692691.62,1910729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,745276.38,18916.24,88.0,0.0,91662.18,,,,,-687337.41,-816.991
2023-02-01,546.0,546.0,67541.0,605808.91,715.244,1243.0,2316.0,758.0,1558.0,2443.0,545.0,1268.0,910943.31,608647.15,1947863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831613.5599999999,11187.18,0.0,0.0,199444.88,,,,,-605808.91,-715.244
2023-02-02,596.0,596.0,60350.0,771258.05,1000.212,1501.0,2435.0,963.0,1472.0,2541.0,584.0,1453.0,963077.82,738302.41,1974882.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,951072.76,24142.48,322.36,0.0,252568.38,,,,,-771258.05,-1000.212
2023-02-03,704.0,704.0,65721.0,734131.92,958.718,1515.0,2911.0,894.0,2017.0,3136.0,702.0,1533.0,1081981.7,754765.22,2519624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778702.6799999999,12966.16,0.0,0.0,202568.24,,,,,-734131.92,-958.718
2023-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,7.53,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256158.16,0.0,0.0,0.0,49850.88,,,,,0.0,0.0
2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,4.0,91.0,3023.0,2882.2400000000002,13146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1178406.92,0.0,0.0,0.0,199424.68,,,,,0.0,0.0
2023-02-06,712.0,712.0,68668.0,830790.4,1053.674,1619.0,2923.0,976.0,1947.0,2976.0,694.0,1554.0,1011090.18,764561.11,2196825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788941.82,18983.26,0.0,0.0,235360.88,,,,,-830790.4,-1053.674
2023-02-07,658.0,658.0,69477.0,778502.27,922.627,1408.0,2435.0,853.0,1582.0,2594.0,655.0,1428.0,998206.31,746213.95,2063306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,787354.44,17347.44,0.0,0.0,191230.46,,,,,-778502.27,-922.627
2023-02-08,582.0,582.0,53413.0,689420.23,894.833,1308.0,2490.0,773.0,1717.0,2596.0,576.0,1300.0,963018.66,689857.0599999999,2110452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899086.42,3529.48,0.0,0.0,210676.1,,,,,-689420.23,-894.833
2023-02-09,605.0,605.0,42369.0,384909.73,498.584,1031.0,2124.0,464.0,1660.0,2214.0,599.0,1024.0,642392.65,383757.52,1602287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,855646.62,14824.26,54.02,0.0,115612.94,,,,,-384909.73,-498.584
2023-02-10,748.0,748.0,73358.0,864171.41,1093.856,1811.0,2920.0,1064.0,1856.0,3101.0,737.0,1717.0,1125860.72,861747.478,2570472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111027.6,8742.18,0.0,0.0,181339.92,,,,,-864171.41,-1093.856
2023-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0
2023-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,4.0,17.0,29735.0,7814.11,164184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1277881.32,0.0,0.0,0.0,123013.84,,,,,0.0,0.0
2023-02-13,554.0,554.0,47493.0,689098.77,859.08,1297.0,2334.0,821.0,1513.0,2488.0,555.0,1322.0,941737.1,707751.18,2083285.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,803884.8,3800.58,0.0,0.0,136316.74,,,,,-689098.77,-859.08
2023-02-14,607.0,607.0,56314.0,571146.46,701.465,1203.0,2250.0,660.0,1590.0,2440.0,605.0,1243.0,785797.26,569655.72,1738515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311503.38,11111.68,4.0,0.0,258997.94,,,,,-571146.46,-701.465
2023-02-15,683.0,683.0,58042.0,589247.05,705.057,1324.0,2605.0,685.0,1920.0,2738.0,674.0,1328.0,860568.6,548324.89,1947644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905682.9,11840.48,0.0,0.0,141298.04,,,,,-589247.05,-705.057
2023-02-16,475.0,475.0,54310.0,573933.61,663.61,1066.0,1902.0,708.0,1194.0,1939.0,474.0,1039.0,747712.99,553281.863,1709823.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,962256.36,28027.760000000002,75.76,0.0,125685.08,,,,,-573933.61,-663.61
2023-02-17,676.0,676.0,65954.0,737438.1799999999,994.218,1601.0,2733.0,1032.0,1701.0,2906.0,669.0,1591.0,952492.01,732724.02,2265372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,919132.9,14378.34,0.0,0.0,89538.74,,,,,-737438.1799999999,-994.218
