snapshot_date,inventory_lines,inventory_articles,inventory_pallets,inventory_locations,inventory_qty,inventory_gross_kg,inventory_blocked_lines,inventory_blocked_qty,inventory_avg_days
2026-03-27,26034,8563,25262,3,3240497.0,9204503.940000001,181,18146.0,211.23622954597835
