date,iso_year,iso_week,iso_weekday,binhits,gross_tons,cartons_count,pallets_count,vydejky_unique
2025-06-11,2025,24,3,2948,1033.843562,456,985,676
2025-06-12,2025,24,4,3073,1317.280945,404,1266,631
2025-06-13,2025,24,5,2774,912.754153,415,914,623
2025-06-14,2025,24,6,408,200.04644,6,198,43
2025-06-15,2025,24,7,7,5.25,0,1,1
2025-06-16,2025,25,1,2607,736.36799,435,724,603
2025-06-17,2025,25,2,3286,889.52342,565,935,757
2025-06-18,2025,25,3,2667,838.4719,397,935,648
2025-06-19,2025,25,4,3060,969.363908,460,963,589
2025-06-20,2025,25,5,1987,647.926827,359,657,533
2025-06-21,2025,25,6,41,17.748,0,4,2
2025-06-23,2025,26,1,2681,983.77247,391,927,630
2025-06-24,2025,26,2,3083,1234.795545,453,1234,728
2025-06-25,2025,26,3,3197,1119.082157,402,1131,631
2025-06-26,2025,26,4,2904,1131.19724,393,1133,652
2025-06-27,2025,26,5,2693,915.434418,454,842,669
2025-06-28,2025,26,6,180,81.396551,3,83,30
2025-06-30,2025,27,1,2705,998.796255,444,909,554
2025-07-01,2025,27,2,3172,1138.220422,435,1035,696
2025-07-02,2025,27,3,3120,1119.06269,407,1088,671
2025-07-03,2025,27,4,3012,943.31531,398,961,658
2025-07-04,2025,27,5,2977,1148.021441,456,1199,694
2025-07-05,2025,27,6,204,102.20903,2,146,12
2025-07-07,2025,28,1,2405,907.62086,389,937,599
2025-07-08,2025,28,2,2769,870.1019,433,867,664
2025-07-09,2025,28,3,2707,817.611485,387,802,608
2025-07-10,2025,28,4,2589,938.153897,390,907,568
2025-07-11,2025,28,5,2494,883.286029,451,910,644
2025-07-12,2025,28,6,302,184.3548,0,195,31
2025-07-14,2025,29,1,2270,732.37497,399,667,573
2025-07-15,2025,29,2,2592,875.604285,413,891,623
2025-07-16,2025,29,3,2830,847.8963239999999,538,826,660
2025-07-17,2025,29,4,2411,735.180645,394,791,598
2025-07-18,2025,29,5,2021,605.5026839999999,410,646,545
2025-07-19,2025,29,6,367,106.15864,4,151,24
2025-07-20,2025,29,7,1,0.37926,0,1,1
2025-07-21,2025,30,1,2158,705.966869,349,673,491
2025-07-22,2025,30,2,2308,736.578031,415,627,570
2025-07-23,2025,30,3,2477,889.350322,288,833,464
2025-07-24,2025,30,4,2119,614.086279,316,698,467
2025-07-25,2025,30,5,1981,600.747816,354,602,473
2025-07-26,2025,30,6,142,80.16608,0,85,18
2025-07-28,2025,31,1,1870,613.898837,309,607,440
2025-07-29,2025,31,2,2319,659.198467,348,687,510
2025-07-30,2025,31,3,2326,818.712391,353,801,489
2025-07-31,2025,31,4,2015,538.800385,355,455,452
2025-08-01,2025,31,5,1876,530.536434,349,553,511
2025-08-02,2025,31,6,142,94.99173,0,100,24
2025-08-04,2025,32,1,2147,599.738335,378,573,513
2025-08-05,2025,32,2,2335,656.596433,355,669,557
2025-08-06,2025,32,3,2065,551.910194,327,571,471
2025-08-07,2025,32,4,2391,710.534728,332,831,526
2025-08-08,2025,32,5,1761,611.533239,289,665,442
2025-08-09,2025,32,6,122,89.6722,0,90,11
2025-08-11,2025,33,1,2024,657.773324,401,607,500
2025-08-12,2025,33,2,2363,653.318858,389,679,568
2025-08-13,2025,33,3,2966,948.357743,405,853,604
2025-08-14,2025,33,4,2374,888.54834,368,848,555
2025-08-15,2025,33,5,1813,514.338576,391,523,478
2025-08-16,2025,33,6,288,135.51904,0,156,33
2025-08-18,2025,34,1,2057,925.274702,365,960,525
2025-08-19,2025,34,2,2375,762.578609,401,708,535
2025-08-20,2025,34,3,2577,935.267636,378,878,588
2025-08-21,2025,34,4,2574,904.912028,354,990,581
2025-08-22,2025,34,5,2144,759.538687,382,738,512
2025-08-23,2025,34,6,147,66.63905,2,49,15
2025-08-25,2025,35,1,2082,724.382143,322,773,527
2025-08-26,2025,35,2,2946,977.119128,380,910,567
2025-08-27,2025,35,3,3034,1104.820994,398,1080,630
2025-08-28,2025,35,4,2725,1085.883408,329,1061,557
2025-08-29,2025,35,5,2274,899.69491,356,906,528
2025-08-30,2025,35,6,192,14.66848,22,26,29
2025-09-01,2025,36,1,2048,650.067269,335,647,515
2025-09-02,2025,36,2,2943,818.470572,473,824,712
2025-09-03,2025,36,3,2818,799.774326,554,796,696
2025-09-04,2025,36,4,3100,1019.831819,356,921,616
2025-09-05,2025,36,5,2774,847.136715,460,812,694
2025-09-06,2025,36,6,308,163.745494,0,155,39
2025-09-08,2025,37,1,2336,810.767641,384,826,559
2025-09-09,2025,37,2,3193,950.910012,542,920,718
2025-09-10,2025,37,3,2992,911.399842,457,898,667
2025-09-11,2025,37,4,3262,1188.327014,401,1088,643
2025-09-12,2025,37,5,2706,862.342269,507,876,697
2025-09-13,2025,37,6,441,327.3009,1,309,42
2025-09-14,2025,37,7,2,0.906,0,1,1
2025-09-15,2025,38,1,2306,798.376886,414,750,588
2025-09-16,2025,38,2,3090,957.550418,475,859,657
2025-09-17,2025,38,3,3275,982.07454,432,880,635
2025-09-18,2025,38,4,3153,1329.801551,384,1144,608
2025-09-19,2025,38,5,2914,933.15846,458,972,651
2025-09-20,2025,38,6,383,159.30046,37,167,39
2025-09-22,2025,39,1,2293,787.25104,427,742,588
2025-09-23,2025,39,2,2947,950.51969,443,946,691
2025-09-24,2025,39,3,2971,1019.71374,480,1112,727
2025-09-25,2025,39,4,2912,947.87607,417,956,633
2025-09-26,2025,39,5,2724,929.69037,482,883,687
2025-09-27,2025,39,6,582,373.14272,0,387,55
2025-09-28,2025,39,7,8,7.63928,0,7,1
2025-09-29,2025,40,1,2678,1040.22012,396,1053,584
2025-09-30,2025,40,2,3375,1148.30725,469,1020,714
2025-10-01,2025,40,3,3119,1039.39885,553,1068,733
2025-10-02,2025,40,4,2939,1009.61573,422,929,656
2025-10-03,2025,40,5,2676,864.06898,367,887,571
2025-10-04,2025,40,6,119,82.69806,0,72,12
2025-10-06,2025,41,1,2427,705.2474100000001,453,736,642
2025-10-07,2025,41,2,3055,1089.376,478,1048,652
2025-10-08,2025,41,3,2877,852.61543,437,864,643
2025-10-09,2025,41,4,2455,955.89852,379,890,572
2025-10-10,2025,41,5,2660,813.400341,448,818,618
2025-10-11,2025,41,6,330,156.4208,2,213,33
2025-10-12,2025,41,7,25,15.941170000000001,0,5,2
2025-10-13,2025,42,1,2737,1130.1757,406,996,580
2025-10-14,2025,42,2,2852,897.25264,438,873,644
2025-10-15,2025,42,3,3062,1031.03687,414,1076,615
2025-10-16,2025,42,4,3210,1081.99371,403,1055,618
2025-10-17,2025,42,5,2678,837.79436,423,890,653
2025-10-18,2025,42,6,336,144.01711,10,149,49
2025-10-20,2025,43,1,2376,814.60808,428,787,599
2025-10-21,2025,43,2,3136,1050.29166,449,985,669
2025-10-22,2025,43,3,3470,1292.7013,517,1321,720
2025-10-23,2025,43,4,2831,863.08001,399,944,591
2025-10-24,2025,43,5,3011,1013.48721,523,925,687
2025-10-25,2025,43,6,318,218.07503,5,215,33
2025-10-27,2025,44,1,2566,890.00856,391,828,556
2025-10-28,2025,44,2,3189,1196.13104,444,1164,656
2025-10-29,2025,44,3,2944,1095.73287,414,933,609
2025-10-30,2025,44,4,3127,1086.74247,473,1155,687
2025-10-31,2025,44,5,2715,945.88931,417,1009,620
2025-11-01,2025,44,6,342,99.9625,0,121,30
2025-11-03,2025,45,1,2565,981.79704,381,963,581
2025-11-04,2025,45,2,2755,879.35508,438,785,664
2025-11-05,2025,45,3,3080,1138.4195,449,1232,651
2025-11-06,2025,45,4,2873,992.8952400000001,452,1032,661
2025-11-07,2025,45,5,3035,1072.88885,457,1077,632
2025-11-08,2025,45,6,349,123.18714,3,69,32
2025-11-10,2025,46,1,2855,1176.6150499999999,429,1252,668
2025-11-11,2025,46,2,2916,963.063716,398,874,592
2025-11-12,2025,46,3,2879,1029.815768,397,1007,657
2025-11-13,2025,46,4,2165,779.53422,382,711,544
2025-11-14,2025,46,5,2409,826.53599,378,787,602
2025-11-15,2025,46,6,357,139.42119,33,160,38
2025-11-17,2025,47,1,2646,810.88383,436,819,611
2025-11-18,2025,47,2,3403,1181.281156,431,1147,709
2025-11-19,2025,47,3,3060,1051.631812,420,998,635
2025-11-20,2025,47,4,2810,969.662064,409,939,639
2025-11-21,2025,47,5,2745,880.26986,452,835,664
2025-11-22,2025,47,6,393,256.82608,6,254,42
2025-11-23,2025,47,7,7,5.106,0,3,2
2025-11-24,2025,48,1,2502,965.526712,389,946,617
2025-11-25,2025,48,2,3029,1036.57865,492,937,692
2025-11-26,2025,48,3,3085,975.27786,470,1012,680
2025-11-27,2025,48,4,3369,1185.66929,463,1089,702
2025-11-28,2025,48,5,3229,1173.512814,399,1074,606
2025-11-29,2025,48,6,577,367.121482,16,371,47
2025-11-30,2025,48,7,22,9.64713,0,5,2
2025-12-01,2025,49,1,2484,937.56752,415,881,596
2025-12-02,2025,49,2,3239,1262.003414,418,1109,664
2025-12-03,2025,49,3,3295,1193.288234,506,1144,691
2025-12-04,2025,49,4,3025,995.516349,484,913,663
2025-12-05,2025,49,5,2902,893.965652,462,874,674
2025-12-06,2025,49,6,563,321.38494,3,277,62
2025-12-08,2025,50,1,2746,985.822262,431,957,604
2025-12-09,2025,50,2,3303,1253.577086,405,1130,638
2025-12-10,2025,50,3,3458,1425.963442,471,1367,703
2025-12-11,2025,50,4,2973,1224.252874,391,1154,642
2025-12-12,2025,50,5,2789,1013.001526,417,1015,656
2025-12-13,2025,50,6,264,205.54988,1,209,31
2025-12-15,2025,51,1,2510,901.08174,383,923,577
2025-12-16,2025,51,2,2952,903.496666,434,863,590
2025-12-17,2025,51,3,2775,1191.01166,282,1200,479
2025-12-18,2025,51,4,1806,600.578186,288,605,364
2025-12-19,2025,51,5,490,225.49431,96,225,119
2025-12-22,2025,52,1,426,201.31866,48,171,66
2025-12-23,2025,52,2,610,196.82487,119,159,114
2025-12-29,2026,1,1,782,315.54695,53,278,103
2025-12-30,2026,1,2,882,173.009484,233,166,211
2026-01-01,2026,1,4,105,27.35304,32,34,37
2026-01-02,2026,1,5,2566,856.945622,358,778,571
2026-01-03,2026,1,6,706,353.93219,9,284,93
2026-01-04,2026,1,7,52,18.71493,0,10,8
2026-01-05,2026,2,1,2560,1144.947226,227,1109,510
2026-01-06,2026,2,2,2582,1038.631866,300,1006,509
2026-01-07,2026,2,3,2569,938.79234,300,971,483
2026-01-08,2026,2,4,2077,668.25901,318,684,506
2026-01-09,2026,2,5,2373,833.72829,377,724,516
2026-01-10,2026,2,6,224,132.33515,20,127,43
2026-01-11,2026,2,7,4,3.776,0,2,1
2026-01-12,2026,3,1,2622,987.8313899999999,365,957,570
2026-01-13,2026,3,2,2913,1032.764364,379,910,604
2026-01-14,2026,3,3,2773,968.390096,380,982,605
2026-01-15,2026,3,4,2759,904.823864,308,910,538
2026-01-16,2026,3,5,2550,1020.415668,385,923,579
2026-01-17,2026,3,6,298,184.85319,14,166,32
2026-01-19,2026,4,1,2598,917.0304199999999,353,904,623
2026-01-20,2026,4,2,3071,1129.092378,439,1079,647
2026-01-21,2026,4,3,2991,865.090252,453,807,667
2026-01-22,2026,4,4,3104,982.957482,524,900,694
2026-01-23,2026,4,5,3036,948.58725,472,915,651
2026-01-24,2026,4,6,216,173.62974,1,174,27
2026-01-26,2026,5,1,2823,1081.51478,388,1038,639
2026-01-27,2026,5,2,3334,1178.33995,424,1140,690
2026-01-28,2026,5,3,3142,1200.6763,419,1213,712
2026-01-29,2026,5,4,3074,1209.1296399999999,433,1197,667
2026-01-30,2026,5,5,2455,733.22178,452,770,586
2026-01-31,2026,5,6,198,117.504,3,115,17
2026-02-02,2026,6,1,2450,749.14564,418,734,601
2026-02-03,2026,6,2,2936,934.61964,471,814,591
2026-02-04,2026,6,3,3387,1132.98502,425,1108,640
2026-02-05,2026,6,4,3104,1084.16347,434,962,673
2026-02-06,2026,6,5,2695,961.85031,403,951,614
2026-02-07,2026,6,6,223,119.11955,0,115,41
2026-02-09,2026,7,1,2793,962.32454,449,869,643
2026-02-10,2026,7,2,3098,1028.05104,499,1020,681
2026-02-11,2026,7,3,3631,1263.66193,499,1236,722
2026-02-12,2026,7,4,2990,1129.79807,432,1139,649
2026-02-13,2026,7,5,2866,1031.52024,447,958,620
2026-02-14,2026,7,6,206,86.90991,21,102,42
2026-02-16,2026,8,1,2735,990.16802,408,945,625
2026-02-17,2026,8,2,3273,1169.89452,441,1076,656
2026-02-18,2026,8,3,3013,1066.67548,461,1087,699
2026-02-19,2026,8,4,3198,1031.22012,481,1017,673
2026-02-20,2026,8,5,3189,1115.52409,448,1125,669
2026-02-21,2026,8,6,449,236.19341,3,190,33
2026-02-23,2026,9,1,2779,1109.344675,408,1016,640
2026-02-24,2026,9,2,3326,1223.14504,510,1223,731
2026-02-25,2026,9,3,3312,1281.723813,410,1299,655
2026-02-26,2026,9,4,3259,1245.22359,385,1401,657
2026-02-27,2026,9,5,2856,953.987245,452,911,608
2026-02-28,2026,9,6,159,59.63512,0,88,13
2026-03-02,2026,10,1,2647,957.486765,362,961,624
2026-03-03,2026,10,2,3367,965.881246,566,931,732
2026-03-04,2026,10,3,3213,1034.764331,467,979,676
2026-03-05,2026,10,4,3005,997.721175,425,889,671
2026-03-06,2026,10,5,2841,1090.18114,383,973,579
2026-03-07,2026,10,6,99,61.74053,2,63,20
2026-03-09,2026,11,1,2842,1031.17855,421,1030,661
2026-03-10,2026,11,2,3411,1422.523645,445,1317,699
2026-03-11,2026,11,3,3406,1378.696275,414,1393,679
2026-03-12,2026,11,4,3079,1074.89844,394,1053,620
2026-03-13,2026,11,5,3211,1230.918165,478,1140,713
2026-03-14,2026,11,6,402,211.12476999999998,0,174,51
