date,receipts_lines,receipts_brutto_kg,receipts_netto_kg,receipts_qty,receipts_cbm,receipts_consumables_kg,receipts_equipment_kg,receipts_other_kg,receipts_docs,receipts_aviza,receipts_unloads,receipts_articles,receipts_suppliers,receipts_countries
2022-07-16,268.0,257583.71,0.0,7638.0,327.83299999999997,257583.71,0.0,0.0,5.0,5.0,5.0,45.0,1.0,1.0
2022-07-17,805.0,706284.23,0.0,25940.0,944.1469999999999,706284.23,0.0,0.0,15.0,15.0,15.0,120.0,1.0,1.0
2022-07-18,987.0,567599.32,0.0,21905.0,718.924,557728.6,4152.89,5717.83,126.0,126.0,34.0,286.0,20.0,11.0
2022-07-19,743.0,532143.95,0.0,32767.0,619.876,526564.89,922.55,4656.51,90.0,90.0,61.0,213.0,18.0,8.0
2022-07-20,538.0,343260.41,0.0,18108.0,381.09499999999997,340392.2,1978.12,890.0899999999999,67.0,67.0,22.0,183.0,12.0,8.0
2022-07-21,775.0,513748.18,0.0,29487.0,618.81,509043.22,1903.8,2801.16,72.0,72.0,24.0,262.0,12.0,7.0
2022-07-22,604.0,508169.62,0.0,21967.0,580.175,506069.22,2062.4,38.0,26.0,26.0,26.0,143.0,7.0,5.0
2022-07-23,221.0,188683.68,0.0,6364.0,248.14,188683.68,0.0,0.0,4.0,4.0,4.0,65.0,1.0,1.0
2022-07-24,191.0,140453.71,0.0,2940.0,202.923,140453.71,0.0,0.0,3.0,3.0,3.0,36.0,1.0,1.0
2022-07-25,1047.0,778220.62,0.0,30555.0,929.2819999999999,773838.29,2007.11,2375.22,95.0,95.0,32.0,248.0,13.0,9.0
2022-07-26,496.0,256418.27,0.0,28114.0,277.86899999999997,244686.28,8437.33,3294.66,55.0,55.0,22.0,195.0,14.0,9.0
2022-07-27,259.0,124819.29,0.0,20897.0,128.74699999999999,122565.9,1771.44,481.95000000000005,56.0,56.0,39.0,105.0,15.0,10.0
2022-07-28,397.0,163445.95,0.0,12807.0,210.98,154108.02,4898.4,4439.53,110.0,104.0,73.0,146.0,25.0,15.0
2022-07-29,553.0,326620.13,0.0,17986.0,397.292,317518.62,7114.28,1987.23,81.0,81.0,46.0,190.0,29.0,13.0
2022-07-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-01,140.0,76248.89,0.0,17766.0,69.692,73906.94,2278.23,63.72,30.0,29.0,30.0,46.0,15.0,8.0
2022-08-02,407.0,65231.8,0.0,24372.0,52.192,53247.45,9412.84,2571.51,73.0,73.0,27.0,200.0,14.0,9.0
2022-08-03,309.0,77613.48,0.0,80419.0,82.615,69584.56,4814.57,3214.35,61.0,61.0,29.0,166.0,10.0,7.0
2022-08-04,331.0,142121.51,0.0,16279.0,147.221,137317.83,4278.69,524.99,55.0,55.0,22.0,103.0,14.0,8.0
2022-08-05,359.0,123617.91,0.0,25501.0,131.299,118362.88,3619.93,1635.1,63.0,63.0,14.0,186.0,10.0,6.0
2022-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-08,281.0,124012.59,0.0,66168.0,138.5,116508.95,4928.03,2575.61,24.0,24.0,24.0,106.0,15.0,8.0
2022-08-09,399.0,84314.14,0.0,12692.0,74.28699999999999,68939.6,10582.16,4792.38,68.0,68.0,25.0,162.0,14.0,7.0
2022-08-10,233.0,69646.97,0.0,4739.0,78.455,65202.38,3151.9900000000002,1292.6000000000001,61.0,61.0,13.0,98.0,12.0,6.0
2022-08-11,358.0,76745.67,0.0,28766.0,67.419,68916.6,5350.56,2478.5099999999998,76.0,76.0,37.0,160.0,12.0,8.0
2022-08-12,311.0,79981.05,0.0,28479.0,80.711,74941.79,3866.85,1172.41,72.0,72.0,23.0,164.0,18.0,10.0
2022-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-15,110.0,57020.25,0.0,141678.0,31.271,33478.11,163.07999999999998,23379.06,31.0,31.0,31.0,45.0,19.0,10.0
2022-08-16,289.0,77876.31,0.0,9388.0,103.065,68621.66,6968.99,2285.66,66.0,66.0,27.0,102.0,12.0,6.0
2022-08-17,904.0,702529.44,0.0,39031.0,873.827,695718.74,4117.35,2693.35,73.0,73.0,43.0,201.0,16.0,6.0
2022-08-18,548.0,269868.52999999997,0.0,46649.0,313.209,261244.13999999998,5587.76,3036.63,71.0,70.0,35.0,182.0,16.0,10.0
2022-08-19,952.0,606675.8,0.0,25177.0,784.098,593318.34,12424.4,933.0600000000001,65.0,65.0,26.0,231.0,13.0,10.0
2022-08-20,206.0,206797.49,0.0,6210.0,255.394,206797.49,0.0,0.0,4.0,4.0,4.0,30.0,1.0,1.0
2022-08-21,701.0,625119.05,0.0,19400.0,803.419,625119.05,0.0,0.0,14.0,14.0,13.0,96.0,1.0,1.0
2022-08-22,706.0,469623.0,0.0,19108.0,563.616,463990.86,4149.01,1483.13,93.0,93.0,46.0,215.0,13.0,6.0
2022-08-23,808.0,476545.01,0.0,53790.0,594.755,470290.83,2399.55,3854.63,85.0,85.0,52.0,306.0,12.0,6.0
2022-08-24,595.0,379519.09,0.0,34503.0,442.854,367917.29,8474.79,3127.01,92.0,92.0,52.0,184.0,20.0,10.0
2022-08-25,894.0,533873.83,0.0,37220.0,632.783,521864.7,7940.74,4068.39,104.0,103.0,60.0,257.0,26.0,13.0
2022-08-26,849.0,461274.46,0.0,43810.0,525.996,448426.11,10862.73,1985.62,66.0,66.0,30.0,223.0,13.0,9.0
2022-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-28,250.0,253259.06,0.0,6032.0,329.45799999999997,253259.06,0.0,0.0,5.0,5.0,5.0,30.0,1.0,1.0
2022-08-29,820.0,495397.55,0.0,21701.0,599.158,487591.67,4467.5199999999995,3338.36,102.0,102.0,52.0,249.0,17.0,8.0
2022-08-30,1025.0,776736.67,0.0,36121.0,988.112,769976.53,3879.14,2881.0,87.0,86.0,49.0,246.0,21.0,12.0
2022-08-31,606.0,390680.61,0.0,17580.0,448.614,386267.04,3494.72,918.85,64.0,64.0,21.0,189.0,10.0,6.0
2022-09-01,862.0,505917.36,0.0,107295.0,610.893,496141.15,3915.36,5860.85,110.0,108.0,56.0,250.0,15.0,8.0
2022-09-02,737.0,516973.49,0.0,79997.0,626.755,513742.58999999997,356.9,2874.0,73.0,73.0,72.0,245.0,25.0,12.0
2022-09-03,161.0,150012.22,0.0,5646.0,185.00199999999998,150012.22,0.0,0.0,3.0,3.0,3.0,52.0,1.0,1.0
2022-09-04,648.0,609343.5599999999,0.0,16492.0,784.103,609343.5599999999,0.0,0.0,12.0,12.0,12.0,90.0,1.0,1.0
2022-09-05,928.0,642385.18,0.0,42411.0,784.757,633588.28,4873.21,3923.69,109.0,109.0,46.0,254.0,15.0,9.0
2022-09-06,496.0,326915.25,0.0,16187.0,419.753,320437.49,2397.47,4080.29,59.0,59.0,21.0,179.0,13.0,8.0
2022-09-07,989.0,691558.88,0.0,37471.0,860.271,684184.87,4569.4,2804.61,112.0,112.0,51.0,279.0,27.0,10.0
2022-09-08,487.0,258892.31,0.0,16811.0,281.053,252528.99,2650.21,3713.11,67.0,67.0,30.0,136.0,17.0,9.0
2022-09-09,1363.0,833772.09,0.0,174407.0,1036.754,820297.25,8648.08,4826.76,122.0,122.0,84.0,364.0,21.0,11.0
2022-09-10,155.0,153272.11,0.0,4297.0,189.617,153272.11,0.0,0.0,3.0,3.0,3.0,33.0,1.0,1.0
2022-09-11,705.0,661601.53,0.0,20038.0,815.435,661601.53,0.0,0.0,13.0,13.0,13.0,89.0,1.0,1.0
2022-09-12,781.0,504609.52,0.0,51191.0,627.21,497232.7,2978.34,4398.48,82.0,82.0,42.0,214.0,21.0,8.0
2022-09-13,873.0,547919.45,0.0,49655.0,674.134,537747.8099999999,6630.08,3541.56,114.0,114.0,67.0,227.0,24.0,12.0
2022-09-14,802.0,457907.82,0.0,19883.0,584.795,447050.85,9255.39,1601.58,85.0,85.0,38.0,252.0,20.0,13.0
2022-09-15,681.0,412050.95,0.0,86040.0,433.569,389270.89,10319.41,12460.65,77.0,77.0,44.0,265.0,26.0,13.0
2022-09-16,780.0,384580.14,0.0,80204.0,451.485,371849.98,3456.39,9273.77,101.0,101.0,70.0,343.0,23.0,12.0
2022-09-17,326.0,308051.26,0.0,9867.0,377.589,308051.26,0.0,0.0,6.0,6.0,6.0,77.0,1.0,1.0
2022-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-19,648.0,361369.27999999997,0.0,32919.0,438.23199999999997,351244.51,7272.06,2852.71,60.0,60.0,29.0,259.0,16.0,8.0
2022-09-20,616.0,338618.77999999997,0.0,31517.0,403.707,326092.52,8241.54,4284.72,66.0,66.0,32.0,223.0,13.0,8.0
2022-09-21,375.0,145037.12,0.0,23358.0,116.875,124599.1,16385.23,4052.79,90.0,90.0,47.0,152.0,19.0,8.0
2022-09-22,502.0,200887.73,0.0,26403.0,230.257,187385.35,6829.83,6672.55,99.0,99.0,38.0,196.0,20.0,7.0
2022-09-23,486.0,236113.53,0.0,23777.0,235.261,224171.45,6701.920000000001,5240.16,75.0,75.0,35.0,192.0,20.0,13.0
2022-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-09-26,293.0,193474.43,0.0,24097.0,207.728,192854.77,324.11,295.55,43.0,43.0,43.0,76.0,21.0,12.0
2022-09-27,517.0,217790.51,0.0,17463.0,197.27700000000002,208784.52,4799.85,4206.14,111.0,111.0,39.0,203.0,20.0,9.0
2022-09-28,121.0,107233.63,0.0,7481.0,123.236,107233.63,0.0,0.0,5.0,5.0,5.0,24.0,3.0,3.0
2022-09-29,663.0,187310.43,0.0,49460.0,165.636,166192.63999999998,9751.83,11365.96,149.0,149.0,57.0,280.0,27.0,11.0
2022-09-30,630.0,362450.32,0.0,26014.0,391.919,328216.07,29126.5,5107.75,71.0,71.0,33.0,241.0,17.0,11.0
2022-10-01,158.0,156535.23,0.0,4339.0,194.637,156535.23,0.0,0.0,3.0,3.0,3.0,34.0,1.0,1.0
2022-10-02,806.0,706239.14,0.0,17585.0,950.1719999999999,706239.14,0.0,0.0,16.0,16.0,15.0,96.0,1.0,1.0
2022-10-03,933.0,613125.79,0.0,37630.0,736.682,605670.8099999999,3637.38,3817.6,120.0,120.0,74.0,259.0,26.0,10.0
2022-10-04,741.0,479359.86,0.0,19387.0,612.578,472315.9,4561.05,2482.91,74.0,74.0,35.0,193.0,21.0,9.0
2022-10-05,804.0,487833.8,0.0,29450.0,612.567,477963.5,5976.72,3893.58,80.0,80.0,36.0,211.0,16.0,10.0
2022-10-06,923.0,560028.68,0.0,84246.0,660.411,550599.74,5846.53,3582.41,94.0,94.0,58.0,277.0,22.0,7.0
2022-10-07,672.0,370130.43,0.0,61769.0,467.715,365135.27,2933.05,2062.11,71.0,71.0,36.0,283.0,15.0,8.0
2022-10-08,167.0,154207.93,0.0,4206.0,195.482,154207.93,0.0,0.0,3.0,3.0,3.0,37.0,1.0,1.0
2022-10-09,727.0,652190.57,0.0,18783.0,848.8439999999999,652190.57,0.0,0.0,13.0,13.0,13.0,108.0,1.0,1.0
2022-10-10,945.0,619013.76,0.0,27320.0,776.509,609559.7,5818.02,3636.04,107.0,107.0,64.0,228.0,20.0,12.0
2022-10-11,372.0,166942.74,0.0,51491.0,134.956,148289.58,6225.87,12427.29,87.0,87.0,40.0,125.0,15.0,7.0
2022-10-12,1192.0,780313.79,0.0,72939.0,1002.1759999999999,771560.33,4415.9,4337.56,107.0,107.0,75.0,386.0,25.0,13.0
2022-10-13,1067.0,754076.22,0.0,52423.0,946.444,746856.96,1651.82,5567.44,109.0,105.0,69.0,323.0,20.0,11.0
2022-10-14,687.0,369094.26,0.0,51245.0,440.049,360226.93,5086.65,3780.68,105.0,105.0,51.0,233.0,17.0,10.0
2022-10-15,165.0,156842.06,0.0,3878.0,201.994,156842.06,0.0,0.0,3.0,3.0,3.0,38.0,1.0,1.0
2022-10-16,819.0,696950.37,0.0,19637.0,952.976,696950.37,0.0,0.0,15.0,15.0,15.0,124.0,1.0,1.0
2022-10-17,1057.0,636121.83,0.0,36348.0,781.9019999999999,619924.75,10773.91,5423.17,102.0,102.0,62.0,204.0,23.0,11.0
2022-10-18,1102.0,549841.12,0.0,70401.0,701.182,539188.72,5825.86,4826.54,124.0,124.0,62.0,383.0,23.0,12.0
2022-10-19,959.0,638387.92,0.0,145976.0,712.923,612603.99,5551.38,20232.55,108.0,108.0,65.0,257.0,19.0,11.0
2022-10-20,928.0,486969.67,0.0,43203.0,593.559,476009.08,7520.63,3439.96,101.0,101.0,54.0,355.0,32.0,12.0
2022-10-21,762.0,437394.83,0.0,60414.0,439.657,428495.68,4990.61,3908.54,117.0,117.0,56.0,276.0,29.0,11.0
2022-10-22,96.0,71366.44,0.0,2474.0,99.916,71366.44,0.0,0.0,2.0,2.0,2.0,33.0,1.0,1.0
2022-10-23,658.0,612893.36,0.0,16466.0,797.615,612893.36,0.0,0.0,12.0,12.0,12.0,105.0,1.0,1.0
2022-10-24,915.0,560116.32,0.0,25595.0,682.047,544372.86,10375.98,5367.48,96.0,96.0,59.0,253.0,23.0,9.0
2022-10-25,490.0,282248.25,0.0,27020.0,294.043,269508.0,8161.77,4578.48,81.0,81.0,37.0,162.0,22.0,10.0
2022-10-26,1036.0,734317.17,0.0,86652.0,919.957,729464.47,2592.67,2260.03,100.0,100.0,53.0,292.0,16.0,9.0
2022-10-27,955.0,656964.03,0.0,29624.0,767.148,646655.43,4622.36,5686.24,81.0,81.0,31.0,240.0,14.0,9.0
2022-10-28,637.0,536265.87,0.0,36780.0,644.278,529882.49,57.0,6326.38,37.0,37.0,37.0,136.0,10.0,7.0
2022-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-10-30,631.0,594556.49,0.0,15099.0,783.896,594556.49,0.0,0.0,15.0,15.0,12.0,89.0,1.0,1.0
2022-10-31,1363.0,689988.3,0.0,71330.0,903.387,672421.54,12146.45,5420.31,154.0,154.0,63.0,422.0,23.0,10.0
2022-11-01,581.0,458174.69,0.0,24145.0,572.939,453310.47,488.6,4375.62,62.0,61.0,62.0,162.0,30.0,12.0
2022-11-02,803.0,450426.52,0.0,94654.0,582.928,438254.65,11314.24,857.63,81.0,81.0,45.0,238.0,16.0,11.0
2022-11-03,735.0,485659.86,0.0,39479.0,596.426,468509.19,14905.960000000001,2244.71,53.0,53.0,53.0,212.0,22.0,13.0
2022-11-04,732.0,171530.45,0.0,59528.0,176.126,150390.97,15403.61,5735.87,144.0,143.0,49.0,285.0,20.0,11.0
2022-11-05,445.0,386997.63,0.0,14598.0,512.61,386997.63,0.0,0.0,8.0,8.0,8.0,106.0,1.0,1.0
2022-11-06,676.0,605933.4299999999,0.0,17798.0,803.2339999999999,605933.4299999999,0.0,0.0,14.0,14.0,13.0,81.0,1.0,1.0
2022-11-07,830.0,613550.49,0.0,23447.0,709.164,597331.14,14793.3,1426.05,55.0,55.0,30.0,138.0,12.0,6.0
2022-11-08,830.0,444956.11,0.0,34936.0,534.256,434175.73,6788.09,3992.29,101.0,101.0,40.0,267.0,14.0,8.0
2022-11-09,945.0,552214.57,0.0,168478.0,646.192,522057.2,6257.61,23899.76,124.0,123.0,63.0,316.0,24.0,14.0
2022-11-10,1130.0,619326.02,0.0,37244.0,736.0649999999999,565171.61,48032.0,6122.41,128.0,128.0,60.0,344.0,27.0,13.0
2022-11-11,693.0,355299.95,0.0,147924.0,446.628,346705.07,3159.38,5435.5,44.0,42.0,43.0,282.0,15.0,12.0
2022-11-12,156.0,156688.9,0.0,4551.0,197.605,156688.9,0.0,0.0,3.0,3.0,3.0,32.0,1.0,1.0
2022-11-13,758.0,692172.19,0.0,18203.0,935.701,692172.19,0.0,0.0,14.0,14.0,14.0,99.0,1.0,1.0
2022-11-14,863.0,556904.97,0.0,47854.0,738.592,545581.4,9045.91,2277.66,124.0,124.0,70.0,268.0,24.0,8.0
2022-11-15,379.0,113502.88,0.0,24591.0,118.659,98216.12,9487.72,5799.04,98.0,98.0,45.0,154.0,26.0,13.0
2022-11-16,475.0,180894.32,0.0,41729.0,207.358,163194.53,13566.46,4133.33,82.0,82.0,35.0,145.0,16.0,8.0
2022-11-17,178.0,81891.72,0.0,6437.0,74.987,80462.62,0.0,1429.1,12.0,12.0,12.0,67.0,5.0,3.0
2022-11-18,1044.0,579543.19,0.0,27404.0,643.3149999999999,562306.73,11146.89,6089.57,155.0,155.0,44.0,272.0,20.0,10.0
2022-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-11-20,637.0,594657.96,0.0,16020.0,771.13,594657.96,0.0,0.0,12.0,12.0,12.0,83.0,1.0,1.0
2022-11-21,1025.0,718018.3099999999,0.0,49980.0,896.317,705120.74,9123.87,3773.7,118.0,117.0,59.0,255.0,18.0,8.0
2022-11-22,1024.0,494180.87,0.0,145621.0,572.434,477218.58,8312.42,8649.869999999999,128.0,127.0,75.0,383.0,36.0,14.0
2022-11-23,535.0,250142.78,0.0,29776.0,275.498,239031.43,5777.51,5333.84,112.0,112.0,39.0,219.0,26.0,12.0
2022-11-24,1598.0,1087204.04,0.0,73693.0,1353.081,1075049.76,5937.2,6217.08,161.0,159.0,102.0,403.0,22.0,11.0
2022-11-25,418.0,179709.76,0.0,52703.0,210.152,173353.31,3649.73,2706.72,95.0,95.0,39.0,155.0,17.0,9.0
2022-11-26,385.0,346808.55,0.0,9398.0,466.86899999999997,346808.55,0.0,0.0,7.0,7.0,7.0,69.0,1.0,1.0
2022-11-27,771.0,670518.53,0.0,18670.0,895.659,670518.53,0.0,0.0,17.0,17.0,14.0,110.0,1.0,1.0
2022-11-28,821.0,415529.52,0.0,81293.0,566.375,409839.75,1541.68,4148.09,95.0,93.0,57.0,307.0,16.0,8.0
2022-11-29,969.0,681010.39,0.0,45234.0,814.592,670976.82,3949.57,6084.0,94.0,94.0,41.0,309.0,19.0,10.0
2022-11-30,693.0,466452.55,0.0,26524.0,585.31,463619.48,1910.19,922.88,84.0,84.0,42.0,220.0,17.0,8.0
2022-12-01,1097.0,592244.92,0.0,46326.0,734.394,578896.16,9087.34,4261.42,102.0,102.0,56.0,330.0,28.0,12.0
2022-12-02,895.0,585816.36,0.0,82824.0,695.879,570817.38,5864.74,9134.24,127.0,127.0,69.0,247.0,26.0,10.0
2022-12-03,205.0,167618.49,0.0,5508.0,236.60399999999998,167618.49,0.0,0.0,4.0,4.0,4.0,59.0,1.0,1.0
2022-12-04,748.0,668190.6,0.0,18355.0,886.3539999999999,668190.6,0.0,0.0,14.0,14.0,14.0,104.0,1.0,1.0
2022-12-05,604.0,239676.22,0.0,70713.0,208.677,222717.36,8061.83,8897.03,99.0,99.0,38.0,244.0,19.0,8.0
2022-12-06,896.0,501581.33999999997,0.0,66765.0,591.381,486613.97,8914.27,6053.1,98.0,98.0,54.0,214.0,27.0,11.0
2022-12-07,1404.0,907334.77,0.0,120436.0,1167.713,885782.46,15461.99,6090.32,131.0,126.0,102.0,377.0,28.0,11.0
2022-12-08,1134.0,658605.95,0.0,72862.0,800.429,644779.16,6530.9,7295.89,129.0,126.0,79.0,388.0,20.0,12.0
2022-12-09,913.0,417871.21,0.0,65160.0,505.138,397859.72,9150.63,10860.86,144.0,144.0,86.0,360.0,37.0,16.0
2022-12-10,160.0,154057.9,0.0,4367.0,197.47899999999998,154057.9,0.0,0.0,3.0,3.0,3.0,33.0,1.0,1.0
2022-12-11,645.0,587638.96,0.0,15929.0,744.823,587638.96,0.0,0.0,12.0,12.0,12.0,90.0,1.0,1.0
2022-12-12,1101.0,769879.91,0.0,45201.0,916.189,758028.21,7255.57,4596.13,97.0,97.0,48.0,199.0,18.0,11.0
2022-12-13,890.0,539099.1,0.0,68361.0,631.009,527105.06,8281.16,3712.88,130.0,129.0,77.0,245.0,21.0,9.0
2022-12-14,602.0,299232.86,0.0,93964.0,331.068,283201.35,3935.14,12096.37,76.0,76.0,31.0,197.0,16.0,8.0
2022-12-15,1010.0,566655.78,0.0,34840.0,642.064,558301.13,3867.42,4487.23,137.0,136.0,83.0,294.0,21.0,15.0
2022-12-16,333.0,128101.49,0.0,82930.0,157.73,122988.61,2956.63,2156.25,41.0,41.0,39.0,158.0,27.0,12.0
2022-12-17,496.0,381014.99,0.0,14611.0,545.477,381014.99,0.0,0.0,9.0,9.0,9.0,106.0,1.0,1.0
2022-12-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-19,680.0,266060.91,0.0,45424.0,372.525,257312.8,4238.11,4510.0,134.0,134.0,46.0,195.0,20.0,10.0
2022-12-20,347.0,112781.23,0.0,19668.0,157.203,102756.38,5162.22,4862.63,118.0,118.0,61.0,159.0,22.0,11.0
2022-12-21,359.0,108060.55,0.0,8294.0,119.207,99018.12,7529.78,1512.65,83.0,83.0,38.0,116.0,22.0,11.0
2022-12-22,496.0,120534.31,0.0,10097.0,109.62,111725.52,4398.37,4410.42,84.0,84.0,36.0,187.0,16.0,8.0
2022-12-23,254.0,94815.87,0.0,8277.0,94.132,88347.36,1889.46,4579.05,78.0,78.0,53.0,106.0,17.0,10.0
2022-12-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-27,150.0,64670.64,0.0,5322.0,56.272,60655.02,2387.3599999999997,1628.26,37.0,37.0,6.0,67.0,4.0,2.0
2022-12-28,124.0,5653.37,0.0,1413.0,5.544,1441.0,2076.37,2136.0,60.0,60.0,14.0,67.0,9.0,4.0
2022-12-29,186.0,7993.76,0.0,784.0,6.5760000000000005,850.98,4203.87,2938.91,40.0,40.0,7.0,53.0,6.0,4.0
2022-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
