date,customer,kmen_total_people,agency_total_people,kmen_inbound_morning,kmen_inbound_afternoon,kmen_loading_morning,kmen_loading_afternoon,kmen_pick_morning,kmen_pick_afternoon,kmen_other_morning,kmen_other_afternoon,agency_inbound_day,agency_inbound_night,agency_loading_day,agency_loading_night,agency_pick_day,agency_pick_night,agency_other_day,agency_other_night,notes,helper_binhits,helper_packing_gw_t,helper_trips_total,helper_containers_count,helper_loaded_orders,helper_loaded_gw_t,helper_inbound_kg,helper_inbound_docs,helper_packing_orders,helper_packing_pallets,helper_activity_people,helper_activity_kmen_people,helper_activity_agency_people,helper_activity_day_people,helper_activity_night_people,helper_esab_share,helper_paid_hours_total,suggested_agency_inbound_day,suggested_agency_inbound_night,suggested_agency_other_day,suggested_agency_other_night,suggested_agency_pick_day,suggested_agency_pick_night,suggested_kmen_inbound_afternoon,suggested_kmen_inbound_morning,suggested_kmen_other_afternoon,suggested_kmen_other_morning,suggested_kmen_pick_afternoon,suggested_kmen_pick_morning,suggested_kmen_loading_morning,suggested_kmen_loading_afternoon,suggested_agency_loading_day,suggested_agency_loading_night,helper_esab_paid_hours,helper_esab_fte_8h
2022-12-21,ESAB,,,,,,,,,,,,,,,,,,,,1769.0,559.59217,40.0,2.0,316.0,229.26597,108060.55,83.0,321.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-22,ESAB,,,,,,,,,,,,,,,,,,,,866.0,241.57149,36.0,6.0,267.0,325.47247,120534.31,84.0,255.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-23,ESAB,,,,,,,,,,,,,,,,,,,,628.0,138.81535,32.0,11.0,189.0,245.41335,94815.87,78.0,193.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-26,ESAB,,,,,,,,,,,,,,,,,,,,151.0,134.24276,,,,,0.0,0.0,5.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-27,ESAB,,,,,,,,,,,,,,,,,,,,1044.0,358.32354,22.0,4.0,174.0,232.06007,64670.64,37.0,183.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-28,ESAB,,,,,,,,,,,,,,,,,,,,1573.0,435.96285,34.0,8.0,296.0,350.36027,5653.37,60.0,311.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-29,ESAB,,,,,,,,,,,,,,,,,,,,928.0,319.33185,45.0,15.0,296.0,479.02875,7993.76,40.0,289.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2022-12-30,ESAB,,,,,,,,,,,,,,,,,,,,782.0,334.65463,25.0,3.0,200.0,248.04657,0.0,0.0,195.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-01,ESAB,,,,,,,,,,,,,,,,,,,,88.0,27.49567,,,,,0.0,0.0,7.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-02,ESAB,,,,,,,,,,,,,,,,,,,,1369.0,610.80314,36.0,0.0,335.0,443.33488,0.0,0.0,339.0,619.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-03,ESAB,,,,,,,,,,,,,,,,,,,,1729.0,678.14845,43.0,0.0,434.0,531.1665399999999,0.0,0.0,419.0,832.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-04,ESAB,,,,,,,,,,,,,,,,,,,,1997.0,814.09677,49.0,2.0,423.0,546.4167,0.0,0.0,427.0,957.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-05,ESAB,,,,,,,,,,,,,,,,,,,,2222.0,680.46201,40.0,1.0,338.0,421.26131,0.0,0.0,336.0,770.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-06,ESAB,,,,,,,,,,,,,,,,,,,,1714.0,561.34179,47.0,6.0,512.0,434.1597,0.0,0.0,512.0,935.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-07,ESAB,,,,,,,,,,,,,,,,,,,,112.0,66.91098,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-09,ESAB,,,,,,,,,,,,,,,,,,,,1618.0,685.65987,44.0,1.0,422.0,435.43647,0.0,0.0,419.0,911.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-10,ESAB,,,,,,,,,,,,,,,,,,,,1967.0,599.53075,50.0,0.0,514.0,507.09643,0.0,0.0,506.0,1016.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-11,ESAB,,,,,,,,,,,,,,,,,,,,2353.0,810.66657,50.0,3.0,474.0,438.85398,0.0,0.0,474.0,899.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-12,ESAB,,,,,,,,,,,,,,,,,,,,2019.0,686.86203,46.0,1.0,500.0,432.25967,0.0,0.0,495.0,989.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-13,ESAB,,,,,,,,,,,,,,,,,,,,2349.0,743.88528,65.0,12.0,607.0,696.96766,0.0,0.0,605.0,1476.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-14,ESAB,,,,,,,,,,,,,,,,,,,,311.0,153.90599,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-15,ESAB,,,,,,,,,,,,,,,,,,,,24.0,10.90372,,,,,0.0,0.0,1.0,5.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-16,ESAB,,,,,,,,,,,,,,,,,,,,2160.0,776.63448,54.0,0.0,570.0,543.829,0.0,0.0,571.0,1176.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-17,ESAB,,,,,,,,,,,,,,,,,,,,2768.0,1008.02448,56.0,4.0,630.0,686.76966,0.0,0.0,638.0,1417.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-18,ESAB,,,,,,,,,,,,,,,,,,,,2955.0,1026.20835,58.0,4.0,590.0,573.0618,0.0,0.0,590.0,1198.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-19,ESAB,,,,,,,,,,,,,,,,,,,,2439.0,947.57441,64.0,6.0,521.0,583.38205,0.0,0.0,509.0,1082.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-20,ESAB,,,,,,,,,,,,,,,,,,,,2576.0,837.97923,65.0,17.0,588.0,690.55517,0.0,0.0,586.0,1344.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-21,ESAB,,,,,,,,,,,,,,,,,,,,248.0,183.54869,,,,,0.0,0.0,3.0,5.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-23,ESAB,,,,,,,,,,,,,,,,,,,,2119.0,580.36168,50.0,2.0,518.0,441.29694,0.0,0.0,522.0,1038.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-24,ESAB,,,,,,,,,,,,,,,,,,,,2437.0,746.51782,42.0,1.0,590.0,365.74266,0.0,0.0,598.0,1023.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-25,ESAB,,,,,,,,,,,,,,,,,,,,2609.0,911.25335,55.0,7.0,631.0,580.75729,0.0,0.0,620.0,1296.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-26,ESAB,,,,,,,,,,,,,,,,,,,,2683.0,1054.52707,57.0,13.0,576.0,679.45719,0.0,0.0,570.0,1358.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-27,ESAB,,,,,,,,,,,,,,,,,,,,2480.0,833.38726,82.0,25.0,712.0,1034.00563,0.0,0.0,711.0,1886.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-28,ESAB,,,,,,,,,,,,,,,,,,,,292.0,164.1989,,,,,0.0,0.0,3.0,10.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-29,ESAB,,,,,,,,,,,,,,,,,,,,16.0,3.21942,,,,,0.0,0.0,2.0,9.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-30,ESAB,,,,,,,,,,,,,,,,,,,,1853.0,637.9019499999999,54.0,5.0,571.0,667.3476499999999,0.0,0.0,574.0,1532.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-01-31,ESAB,,,,,,,,,,,,,,,,,,,,2596.0,994.03439,56.0,4.0,638.0,687.14865,0.0,0.0,639.0,1344.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-01,ESAB,,,,,,,,,,,,,,,,,,,,2669.0,895.25006,53.0,8.0,542.0,605.62015,0.0,0.0,545.0,1268.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-02,ESAB,,,,,,,,,,,,,,,,,,,,2915.0,1107.2531,66.0,19.0,594.0,771.06682,0.0,0.0,584.0,1453.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-03,ESAB,,,,,,,,,,,,,,,,,,,,3204.0,1320.76057,68.0,7.0,702.0,734.08142,0.0,0.0,702.0,1533.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-04,ESAB,,,,,,,,,,,,,,,,,,,,386.0,225.13818,,,,,0.0,0.0,1.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-05,ESAB,,,,,,,,,,,,,,,,,,,,12.0,2.80257,,,,,0.0,0.0,4.0,91.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-06,ESAB,,,,,,,,,,,,,,,,,,,,2487.0,726.96565,66.0,7.0,702.0,789.61096,0.0,0.0,694.0,1554.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-07,ESAB,,,,,,,,,,,,,,,,,,,,2692.0,981.38232,67.0,7.0,654.0,746.04918,0.0,0.0,655.0,1428.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-08,ESAB,,,,,,,,,,,,,,,,,,,,2881.0,959.05809,63.0,3.0,578.0,692.01259,0.0,0.0,576.0,1300.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-09,ESAB,,,,,,,,,,,,,,,,,,,,2683.0,977.37659,44.0,5.0,600.0,384.7987,0.0,0.0,599.0,1024.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-10,ESAB,,,,,,,,,,,,,,,,,,,,2600.0,849.00752,79.0,20.0,742.0,858.79737,0.0,0.0,737.0,1717.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-11,ESAB,,,,,,,,,,,,,,,,,,,,369.0,175.1818,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-12,ESAB,,,,,,,,,,,,,,,,,,,,11.0,1.3252199999999998,,,,,0.0,0.0,4.0,17.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-13,ESAB,,,,,,,,,,,,,,,,,,,,2113.0,725.95748,59.0,6.0,553.0,689.0987700000001,0.0,0.0,555.0,1322.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-14,ESAB,,,,,,,,,,,,,,,,,,,,2415.0,768.52886,48.0,3.0,603.0,546.56863,0.0,0.0,605.0,1243.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-15,ESAB,,,,,,,,,,,,,,,,,,,,2751.0,855.67211,60.0,1.0,676.0,548.97567,0.0,0.0,674.0,1328.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-16,ESAB,,,,,,,,,,,,,,,,,,,,2402.0,1020.95298,54.0,10.0,474.0,572.92384,0.0,0.0,474.0,1039.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-17,ESAB,,,,,,,,,,,,,,,,,,,,2430.0,900.9571,72.0,16.0,674.0,735.37644,0.0,0.0,669.0,1591.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-18,ESAB,,,,,,,,,,,,,,,,,,,,378.0,166.90404,,,,,0.0,0.0,1.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-19,ESAB,,,,,,,,,,,,,,,,,,,,24.0,2.07416,,,,,0.0,0.0,6.0,66.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-20,ESAB,,,,,,,,,,,,,,,,,,,,2106.0,879.03647,57.0,7.0,571.0,791.95856,0.0,0.0,573.0,1384.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-21,ESAB,,,,,,,,,,,,,,,,,,,,2700.0,1020.49396,56.0,8.0,640.0,733.59366,0.0,0.0,643.0,1524.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-22,ESAB,,,,,,,,,,,,,,,,,,,,2722.0,929.21782,64.0,7.0,629.0,575.17843,0.0,0.0,631.0,1354.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-23,ESAB,,,,,,,,,,,,,,,,,,,,2643.0,889.27808,60.0,16.0,572.0,775.73533,0.0,0.0,568.0,1424.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-24,ESAB,,,,,,,,,,,,,,,,,,,,2684.0,872.10104,90.0,23.0,784.0,1042.5758,0.0,0.0,775.0,1997.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-25,ESAB,,,,,,,,,,,,,,,,,,,,468.0,234.252,,,,,0.0,0.0,5.0,15.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-26,ESAB,,,,,,,,,,,,,,,,,,,,14.0,4.15025,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-27,ESAB,,,,,,,,,,,,,,,,,,,,2360.0,904.08574,49.0,1.0,639.0,529.8549,0.0,0.0,644.0,1249.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-02-28,ESAB,,,,,,,,,,,,,,,,,,,,2749.0,858.13866,55.0,5.0,648.0,646.99751,0.0,0.0,651.0,1452.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-01,ESAB,,,,,,,,,,,,,,,,,,,,2397.0,821.56097,63.0,4.0,662.0,634.11643,0.0,0.0,659.0,1334.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-02,ESAB,,,,,,,,,,,,,,,,,,,,2829.0,1107.52688,61.0,3.0,561.0,595.95255,0.0,0.0,560.0,1255.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-03,ESAB,,,,,,,,,,,,,,,,,,,,2676.0,1275.43079,75.0,11.0,635.0,820.4907,0.0,0.0,632.0,1528.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-04,ESAB,,,,,,,,,,,,,,,,,,,,272.0,159.84696,,,,,0.0,0.0,2.0,4.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-05,ESAB,,,,,,,,,,,,,,,,,,,,23.0,21.290000000000003,,,,,0.0,0.0,1.0,1.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-06,ESAB,,,,,,,,,,,,,,,,,,,,2203.0,876.73666,67.0,6.0,619.0,899.24538,0.0,0.0,609.0,1535.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-07,ESAB,,,,,,,,,,,,,,,,,,,,2901.0,873.1604,56.0,4.0,654.0,651.97245,0.0,0.0,653.0,1383.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-08,ESAB,,,,,,,,,,,,,,,,,,,,2924.0,1060.61963,63.0,5.0,666.0,710.15962,0.0,0.0,671.0,1479.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-09,ESAB,,,,,,,,,,,,,,,,,,,,2745.0,1159.69181,56.0,3.0,531.0,547.74631,0.0,0.0,522.0,1114.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-10,ESAB,,,,,,,,,,,,,,,,,,,,2820.0,1146.13642,72.0,12.0,686.0,854.13598,0.0,0.0,682.0,1632.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-11,ESAB,,,,,,,,,,,,,,,,,,,,207.0,130.58835,,,,,0.0,0.0,3.0,6.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-13,ESAB,,,,,,,,,,,,,,,,,,,,2356.0,924.71467,61.0,8.0,541.0,867.70422,0.0,0.0,536.0,1444.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-14,ESAB,,,,,,,,,,,,,,,,,,,,2519.0,829.28932,64.0,8.0,705.0,846.1508699999999,0.0,0.0,707.0,1666.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-15,ESAB,,,,,,,,,,,,,,,,,,,,2806.0,1061.6664,69.0,6.0,578.0,779.94052,0.0,0.0,586.0,1525.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-16,ESAB,,,,,,,,,,,,,,,,,,,,2770.0,1007.91866,55.0,5.0,502.0,542.41159,0.0,0.0,503.0,1235.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-17,ESAB,,,,,,,,,,,,,,,,,,,,2657.0,1037.0284,83.0,13.0,679.0,944.90892,0.0,0.0,670.0,1692.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-18,ESAB,,,,,,,,,,,,,,,,,,,,331.0,187.80245,,,,,0.0,0.0,2.0,51.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-19,ESAB,,,,,,,,,,,,,,,,,,,,4.0,0.008,,,,,0.0,0.0,4.0,46.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-20,ESAB,,,,,,,,,,,,,,,,,,,,2267.0,719.79771,54.0,3.0,612.0,619.12843,0.0,0.0,615.0,1320.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-21,ESAB,,,,,,,,,,,,,,,,,,,,2507.0,859.91274,69.0,20.0,735.0,978.20865,0.0,0.0,723.0,1534.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-22,ESAB,,,,,,,,,,,,,,,,,,,,2746.0,918.26237,61.0,2.0,620.0,587.61369,0.0,0.0,627.0,1374.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-23,ESAB,,,,,,,,,,,,,,,,,,,,2793.0,992.86444,60.0,7.0,528.0,605.87175,0.0,0.0,524.0,1246.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-24,ESAB,,,,,,,,,,,,,,,,,,,,2587.0,1074.98,57.0,5.0,650.0,550.00518,0.0,0.0,643.0,1285.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-25,ESAB,,,,,,,,,,,,,,,,,,,,97.0,56.32398,,,,,0.0,0.0,1.0,3.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-27,ESAB,,,,,,,,,,,,,,,,,,,,2247.0,861.05822,68.0,3.0,668.0,829.99948,0.0,0.0,675.0,1573.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-28,ESAB,,,,,,,,,,,,,,,,,,,,2564.0,968.14535,61.0,5.0,642.0,740.18288,0.0,0.0,651.0,1516.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-29,ESAB,,,,,,,,,,,,,,,,,,,,2467.0,934.89856,57.0,6.0,593.0,587.5957,0.0,0.0,599.0,1254.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-30,ESAB,,,,,,,,,,,,,,,,,,,,2498.0,979.67258,69.0,15.0,561.0,748.05107,0.0,0.0,556.0,1344.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-03-31,ESAB,,,,,,,,,,,,,,,,,,,,2512.0,1062.1816,68.0,15.0,620.0,933.19079,0.0,0.0,614.0,1633.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-01,ESAB,,,,,,,,,,,,,,,,,,,,239.0,98.2867,,,,,0.0,0.0,4.0,9.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-03,ESAB,,,,,,,,,,,,,,,,,,,,2235.0,873.47853,68.0,9.0,562.0,897.1076,0.0,0.0,564.0,1546.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-04,ESAB,,,,,,,,,,,,,,,,,,,,2527.0,916.2579,49.0,2.0,507.0,450.90987,0.0,0.0,507.0,976.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-05,ESAB,,,,,,,,,,,,,,,,,,,,2191.0,860.29756,52.0,1.0,409.0,546.64299,0.0,0.0,410.0,1006.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-06,ESAB,,,,,,,,,,,,,,,,,,,,1728.0,566.5711,68.0,8.0,567.0,658.50386,0.0,0.0,541.0,1221.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-07,ESAB,,,,,,,,,,,,,,,,,,,,1786.0,807.57363,14.0,0.0,259.0,218.94833,0.0,0.0,259.0,474.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-08,ESAB,,,,,,,,,,,,,,,,,,,,326.0,186.01497,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-10,ESAB,,,,,,,,,,,,,,,,,,,,31.0,2.21252,,,,,0.0,0.0,4.0,50.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-11,ESAB,,,,,,,,,,,,,,,,,,,,2178.0,837.12812,65.0,9.0,823.0,873.31181,0.0,0.0,840.0,1690.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-12,ESAB,,,,,,,,,,,,,,,,,,,,2869.0,1022.41066,71.0,2.0,715.0,836.053,0.0,0.0,714.0,1543.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-13,ESAB,,,,,,,,,,,,,,,,,,,,3048.0,1127.48042,57.0,2.0,565.0,591.17633,0.0,0.0,563.0,1202.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-14,ESAB,,,,,,,,,,,,,,,,,,,,,,87.0,20.0,779.0,1036.6809,0.0,0.0,319.0,938.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-15,ESAB,,,,,,,,,,,,,,,,,,,,298.0,83.44523,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-16,ESAB,,,,,,,,,,,,,,,,,,,,61.0,23.94749,,,,,0.0,0.0,4.0,73.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-17,ESAB,,,,,,,,,,,,,,,,,,,,2364.0,732.97475,60.0,3.0,724.0,750.27622,0.0,0.0,575.0,1036.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-18,ESAB,,,,,,,,,,,,,,,,,,,,2777.0,1190.42807,42.0,2.0,674.0,449.79188,0.0,0.0,657.0,1272.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-19,ESAB,,,,,,,,,,,,,,,,,,,,2708.0,916.99758,66.0,11.0,673.0,725.18608,0.0,0.0,664.0,1369.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-20,ESAB,,,,,,,,,,,,,,,,,,,,2995.0,1040.72234,61.0,7.0,661.0,617.2952,0.0,0.0,664.0,1474.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-21,ESAB,,,,,,,,,,,,,,,,,,,,2264.0,883.6183,60.0,14.0,605.0,670.01161,0.0,0.0,595.0,1442.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-22,ESAB,,,,,,,,,,,,,,,,,,,,307.0,136.05243,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-23,ESAB,,,,,,,,,,,,,,,,,,,,22.0,6.4798800000000005,,,,,0.0,0.0,1.0,26.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-24,ESAB,,,,,,,,,,,,,,,,,,,,1919.0,638.95406,55.0,6.0,524.0,701.03619,0.0,0.0,526.0,1313.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-25,ESAB,,,,,,,,,,,,,,,,,,,,2544.0,914.60411,56.0,0.0,601.0,593.12981,0.0,0.0,597.0,1215.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-26,ESAB,,,,,,,,,,,,,,,,,,,,2432.0,904.8633,55.0,1.0,542.0,491.29334,0.0,0.0,547.0,1068.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-27,ESAB,,,,,,,,,,,,,,,,,,,,2400.0,942.4704,53.0,2.0,616.0,521.6792,0.0,0.0,615.0,1221.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-28,ESAB,,,,,,,,,,,,,,,,,,,,2190.0,1017.65654,77.0,18.0,654.0,919.15579,0.0,0.0,647.0,1671.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-04-29,ESAB,,,,,,,,,,,,,,,,,,,,173.0,165.89,,,,,0.0,0.0,6.0,76.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-01,ESAB,,,,,,,,,,,,,,,,,,,,10.0,8.744,,,,,0.0,0.0,5.0,11.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-02,ESAB,,,,,,,,,,,,,,,,,,,,2305.0,833.20259,55.0,11.0,489.0,820.85164,0.0,0.0,489.0,1272.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-03,ESAB,,,,,,,,,,,,,,,,,,,,2704.0,797.41769,54.0,7.0,684.0,711.75381,0.0,0.0,676.0,1382.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-04,ESAB,,,,,,,,,,,,,,,,,,,,2658.0,1044.82698,71.0,9.0,624.0,716.38411,0.0,0.0,611.0,1266.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-05,ESAB,,,,,,,,,,,,,,,,,,,,2097.0,822.71848,71.0,9.0,626.0,769.79302,0.0,0.0,627.0,1437.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-06,ESAB,,,,,,,,,,,,,,,,,,,,170.0,127.47621,,,,,0.0,0.0,0.0,0.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
2023-05-08,ESAB,,,,,,,,,,,,,,,,,,,,2066.0,719.10765,26.0,0.0,309.0,333.0201,0.0,0.0,308.0,649.0,,,,,,0.7114913912827506,,,,,,,,,,,,,,,,,,,
