date,esab_close,esab_close_1d_pct,esab_close_5d_pct,esab_close_20d_pct
2022-04-06,44.9305,1.5762121498759107,8.168838539522149,8.25764235875408
2022-04-07,45.6387,1.5762121498759107,8.168838539522149,8.25764235875408
2022-04-08,46.7857,2.5132179488022155,8.168838539522149,8.25764235875408
2022-04-09,46.7857,0.0,8.168838539522149,8.25764235875408
2022-04-10,46.7857,0.0,8.168838539522149,8.25764235875408
2022-04-11,48.6008,3.8796042380470963,8.168838539522149,8.25764235875408
2022-04-12,52.2711,7.551933301509428,14.532403420781037,8.25764235875408
2022-04-13,55.3129,5.819276808791085,18.226081901093714,8.25764235875408
2022-04-14,54.7545,-1.0095294226120877,17.03255481910071,8.25764235875408
2022-04-15,54.7545,0.0,17.03255481910071,8.25764235875408
2022-04-16,54.7545,0.0,12.661725732909757,8.25764235875408
2022-04-17,54.7545,0.0,4.751000074611023,8.25764235875408
2022-04-18,54.0065,-1.3660977636541283,-2.361836027400477,8.25764235875408
2022-04-19,53.3781,-1.163563645116794,-2.513765991836281,8.25764235875408
2022-04-20,53.5776,0.37374878461389205,-2.1494123770649076,8.25764235875408
2022-04-21,51.543,-3.7974825300125414,-5.8652713475604745,8.25764235875408
2022-04-22,51.3634,-0.348446927807855,-6.193280917550159,8.25764235875408
2022-04-23,51.3634,0.0,-4.894040532158172,8.25764235875408
2022-04-24,51.3634,0.0,-3.774394367727596,8.25764235875408
2022-04-25,50.0071,-2.640596222212699,-6.664165621453733,8.25764235875408
2022-04-26,48.6407,-2.7324119974963534,-5.630832508779071,8.25764235875408
2022-04-27,46.9153,-3.5472351343627917,-8.660057550707311,2.7971874746651526
2022-04-28,48.8402,4.102925911163302,-4.912447384713625,4.391299050778352
2022-04-29,46.8754,-4.022915549076378,-8.73773932411016,0.19172524938175783
2022-04-30,46.8754,0.0,-6.262510723477266,0.19172524938175783
2022-05-01,46.8754,0.0,-3.6292652038313666,-3.5501473226778213
2022-05-02,48.0821,2.574271366217662,2.4870351463168516,-8.013988609384537
2022-05-03,49.9871,3.9619733747070063,2.3482704821028433,-9.62849534195459
2022-05-04,50.8149,1.6560272550318,8.404194950869748,-7.195025066432892
2022-05-05,48.7404,-4.082464001700292,3.978632715667496,-10.983754759882746
2022-05-06,48.1221,-1.2685575005539462,2.659603971379454,-12.112977015587756
2022-05-07,48.1221,0.0,0.08319104198861726,-12.112977015587756
2022-05-08,48.1221,0.0,-3.730962588347786,-10.895725514521404
2022-05-09,46.0077,-4.393823212203962,-9.46021737718662,-13.807909985555877
2022-05-10,47.8727,4.05366927709927,-1.7802480078128236,-10.647920026279634
2022-05-11,45.3394,-5.291742475356531,-5.782582223136579,-12.035775954057781
2022-05-12,47.2145,4.135696546491574,-1.8860357299452901,-8.077541595766636
2022-05-13,50.1168,6.147052282667387,4.145080950332569,-2.4270200181452206
2022-05-14,50.1168,0.0,8.931331059800861,-2.4270200181452206
2022-05-15,50.1168,0.0,4.687640346168065,0.21936884962334702
2022-05-16,49.7378,-0.756233438687226,9.70105471179592,2.255518526665945
2022-05-17,50.795,2.1255463651387974,7.583475415391461,8.2695836965766
2022-05-18,48.0023,-5.497982084850883,-4.219144079430448,-1.7155949402336668
2022-05-19,46.6659,-2.784033265072705,-6.88571496983047,-0.4469295195347667
2022-05-20,47.3741,1.5175963605116305,-5.472615969096195,1.0638842548543526
2022-05-21,47.3741,0.0,-4.752321172227159,1.0638842548543526
2022-05-22,47.3741,0.0,-6.734717984053551,-1.4724814431981925
2022-05-23,49.2091,3.8734245083283936,2.5140462019528353,-1.556401551600306
2022-05-24,48.7903,-0.8510621003025798,4.5523605030654,-3.984264457865705
2022-05-25,48.7205,-0.14306122323495263,2.842059268672137,-0.04082855290478138
2022-05-26,49.3189,1.2282304163545144,4.105196721415294,2.487007009253528
2022-05-27,49.9373,1.253880358239945,5.410551335012181,3.772071459890558
2022-05-28,49.9373,0.0,1.4798075965624324,3.772071459890558
2022-05-29,49.9373,0.0,2.3508771210670965,8.541178976562612
2022-05-30,49.9373,0.0,2.497511314539058,4.312687606924204
2022-05-31,49.8675,-0.13977527819886149,1.1123524652820738,9.987119370790086
2022-06-01,49.7079,-0.3200481275379752,-0.4593760575761996,5.281004776075138
2022-06-02,51.2836,3.169918664839999,2.6959807598728736,2.3281614149347263
2022-06-03,49.0496,-4.356168443713004,-1.777629146950277,-2.1294256616543716
2022-06-04,49.0496,0.0,-1.777629146950277,-2.1294256616543716
2022-06-05,49.0496,0.0,-1.6401463879280098,-1.383655891495006
2022-06-06,51.1041,4.18861723643007,2.8088090625433715,0.6085244610690044
2022-06-07,50.0768,-2.0102105310532914,-2.353188933694206,4.32166792007882
2022-06-08,49.2691,-1.612922550961715,0.4475061978079342,5.578377359056619
2022-06-09,48.3016,-1.963705446212738,-1.5249869519832981,1.957820834591062
2022-06-10,45.519,-5.76088576775925,-7.198019963465551,-3.915852754986371
2022-06-11,45.519,0.0,-10.928868720904983,-3.915852754986371
2022-06-12,45.519,0.0,-9.101619911815451,-7.498816275851416
2022-06-13,44.3521,-2.563544893341241,-9.97988597315559,-9.096480242999128
2022-06-14,44.8907,1.214373163841187,-7.061670834920575,-7.860756765632537
2022-06-15,45.0901,0.4441899992648768,-0.9422438981524173,-8.57440048338467
2022-06-16,44.1726,-2.0348147376031522,-2.9578857180517892,-11.543876020529742
2022-06-17,43.3149,-1.9417014167153468,-4.842153825874906,-13.261429833010595
2022-06-18,43.3149,0.0,-2.3385589408393304,-13.261429833010595
2022-06-19,43.3149,0.0,-3.51030391595587,-13.261429833010595
2022-06-20,43.3149,0.0,-3.937006127730913,-13.140021055797856
2022-06-21,43.5542,0.5524657796739607,-1.399962872912175,-12.379722337898002
2022-06-22,43.3547,-0.458049969922536,0.09188524041381374,-15.460888081179947
2022-06-23,43.2251,-0.2989295278251314,-0.2073189595266367,-11.874714574634659
2022-06-24,45.519,5.306870313776035,5.088549205931447,-7.198019963465551
2022-06-25,45.519,0.0,5.088549205931447,-7.198019963465551
2022-06-26,45.519,0.0,4.511160806535308,-10.928868720904983
2022-06-27,46.2471,1.5995518354972704,6.671479678097181,-7.6476532046776065
2022-06-28,43.5542,-5.82285159501893,0.761363189443176,-11.599359436238943
2022-06-29,42.9658,-1.350960412543456,-5.609086315604461,-11.046839028106724
2022-06-30,43.6847,1.673191235820104,-4.029745820426633,-4.029745820426633
2022-07-01,43.7546,0.16001025530678614,-3.876183571695324,-3.876183571695324
2022-07-02,43.7546,0.0,-5.389527127106353,-3.876183571695324
2022-07-03,43.7546,0.0,0.4601163607642844,-1.3471740909674956
