target,group,feature,lag_weeks,corr,abs_corr,n_obs
Trips total,warehouse,wh_outbound_orders,1,0.6493691121048211,0.6493691121048211,220
Trips total,warehouse,wh_outbound_docs,1,0.6493600865881762,0.6493600865881762,220
Trips total,internal,loaded_is_business_day,0,0.6483520422371287,0.6483520422371287,222
Trips total,warehouse,wh_packing_orders,1,0.6471237518636649,0.6471237518636649,220
Trips total,internal,loaded_orders_nunique,1,0.6394150592105952,0.6394150592105952,221
Trips total,internal,packed_is_business_day,0,0.620719627147961,0.620719627147961,222
Trips total,warehouse,wh_packing_volume_dm3,0,0.6103527440802672,0.6103527440802672,221
Trips total,internal,loaded_number_of_workdays_in_week,0,0.6073823966121303,0.6073823966121303,222
Trips total,warehouse,wh_outbound_load_units,1,0.6034432989183922,0.6034432989183922,220
Trips total,internal,packed_pallets_count,0,0.5877973628919873,0.5877973628919873,222
Trips total,internal,loaded_trips_europe,1,0.5824500162025683,0.5824500162025683,221
Trips total,internal,warehouse_pressure_index,1,0.5759382338120892,0.5759382338120892,221
Trips total,internal,packed_cartons_count,1,0.5671632837372893,0.5671632837372893,221
Trips total,internal,packed_number_of_workdays_in_week,0,0.5639915475724181,0.5639915475724181,222
Trips total,warehouse,wh_inbound_consumables_gross_kg,1,0.5599646815931365,0.5599646815931365,215
Trips total,warehouse,wh_inbound_unknown_gross_kg,0,0.547299060635275,0.547299060635275,215
Trips total,internal,loaded_number_of_workdays_in_month,0,0.5384469850191256,0.5384469850191256,222
Trips total,warehouse,wh_outbound_cbm,1,0.5330312156399358,0.5330312156399358,220
