date,iso_year,iso_week,iso_weekday,binhits,gross_tons,cartons_count,pallets_count,vydejky_unique,packed_day_binhits,packed_night_binhits,trips_total,containers_count,loaded_orders_nunique,loaded_gross_tons,inbound_gross_kg,inbound_docs,packing_orders,packing_pallets,att_headcount,att_kmen_headcount,att_agency_headcount,day_att_headcount,night_att_headcount,att_kmen_early_headcount,att_kmen_late_headcount,att_agency_day_headcount,att_agency_night_headcount,helper_paid_hours_total,helper_esab_share,helper_esab_paid_hours,helper_esab_fte_8h,manual_any_filled,selected_total_people,selected_kmen,selected_agency,selected_kmen_early,selected_kmen_late,selected_agency_day,selected_agency_night,weekday,paid_hours_total,esab_share,att_hours,esab_fte_8h,required_reference_fte_8h
2022-11-22,2022,47,2,2647,883.37245,558,1278,0,1776.0,871.0,46.0,0.0,647.0,520.93639,494180.87,128.0,648.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-11-23,2022,47,3,2717,896.744298,422,1536,0,1864.0,853.0,57.0,5.0,558.0,646.70788,250142.78,112.0,549.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-11-24,2022,47,4,2245,952.640447,418,1329,0,1394.0,851.0,62.0,9.0,514.0,724.03609,1087204.04,161.0,488.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-11-25,2022,47,5,2592,841.403227,585,1245,0,1934.0,658.0,76.0,12.0,648.0,882.48349,179709.76,95.0,656.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2022-11-26,2022,47,6,168,91.06429,0,154,0,0.0,168.0,,,,,346808.55,7.0,3.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2022-11-28,2022,48,1,1737,590.658078,352,924,0,1206.0,531.0,47.0,2.0,547.0,527.10267,415529.52,95.0,553.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2022-11-29,2022,48,2,2335,676.201742,521,1054,0,1671.0,664.0,47.0,1.0,596.0,527.56228,681010.39,94.0,593.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-11-30,2022,48,3,2266,705.903578,430,1201,0,1493.0,773.0,61.0,2.0,522.0,506.61811,466452.55,84.0,518.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-12-01,2022,48,4,2202,844.918102,414,1232,0,1457.0,745.0,50.0,1.0,540.0,470.5966,592244.92,102.0,537.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-12-02,2022,48,5,2718,1001.695457,531,1450,0,1810.0,908.0,62.0,9.0,588.0,679.71417,585816.36,127.0,584.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2022-12-03,2022,48,6,331,226.1437,0,298,0,0.0,331.0,,,,,167618.49,4.0,1.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2022-12-04,2022,48,7,14,14.07,0,13,0,0.0,14.0,,,,,668190.6,14.0,2.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2022-12-05,2022,49,1,2184,762.130938,390,1205,0,1568.0,616.0,72.0,7.0,660.0,843.11898,239676.22,99.0,653.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2022-12-06,2022,49,2,2223,749.044704,504,1164,0,1483.0,740.0,59.0,2.0,593.0,572.0943,501581.34,98.0,592.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-12-07,2022,49,3,2677,1016.015151,404,1568,0,1894.0,783.0,57.0,7.0,550.0,699.1745099999999,907334.77,131.0,551.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-12-08,2022,49,4,2605,1162.633836,345,1680,0,1750.0,855.0,66.0,8.0,574.0,735.17361,658605.95,129.0,566.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-12-09,2022,49,5,2449,1115.728007,429,1477,0,1617.0,832.0,73.0,13.0,678.0,968.17137,417871.21,144.0,669.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2022-12-10,2022,49,6,401,357.82319,3,387,0,0.0,401.0,,,,,154057.9,3.0,2.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2022-12-11,2022,49,7,50,25.38865,3,42,0,0.0,50.0,,,,,587638.96,12.0,3.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2022-12-12,2022,50,1,2399,946.6475,383,1411,0,1547.0,852.0,70.0,2.0,603.0,946.54985,769879.91,97.0,605.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2022-12-13,2022,50,2,2770,1051.20037,453,1588,0,1766.0,1004.0,66.0,0.0,600.0,751.43285,539099.1,130.0,598.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-12-14,2022,50,3,2595,941.48626,344,1498,0,1760.0,835.0,71.0,8.0,624.0,819.48204,299232.86,76.0,623.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-12-15,2022,50,4,2434,1025.51408,356,1487,0,1492.0,942.0,47.0,3.0,431.0,425.32417,566655.78,137.0,430.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-12-16,2022,50,5,2283,810.49184,421,1197,0,1597.0,686.0,72.0,15.0,691.0,862.13814,128101.49,41.0,690.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2022-12-17,2022,50,6,337,237.97788,3,308,0,0.0,337.0,,,,,381014.99,9.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2022-12-18,2022,50,7,46,32.7313,0,46,0,0.0,46.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2022-12-19,2022,51,1,1723,652.47428,364,949,0,1100.0,623.0,50.0,0.0,404.0,492.67022,266060.91,134.0,408.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2022-12-20,2022,51,2,1962,543.45958,412,948,0,1221.0,741.0,59.0,10.0,569.0,477.00825,112781.23,118.0,568.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-12-21,2022,51,3,1769,559.59217,288,1028,0,1108.0,661.0,40.0,2.0,316.0,229.26597,108060.55,83.0,321.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-12-22,2022,51,4,866,241.57149,229,472,0,529.0,337.0,36.0,6.0,267.0,325.47247,120534.31,84.0,255.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-12-23,2022,51,5,628,138.81535,266,278,0,549.0,79.0,32.0,11.0,189.0,245.41335,94815.87,78.0,193.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2022-12-26,2022,52,1,151,134.24276,3,145,0,0.0,151.0,,,,,0.0,0.0,5.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2022-12-27,2022,52,2,1044,358.32354,209,611,0,600.0,444.0,22.0,4.0,174.0,232.06007,64670.64,37.0,183.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2022-12-28,2022,52,3,1573,435.96285,335,878,0,783.0,790.0,34.0,8.0,296.0,350.36027,5653.37,60.0,311.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2022-12-29,2022,52,4,928,319.33185,174,568,0,522.0,406.0,45.0,15.0,296.0,479.02875,7993.76,40.0,289.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2022-12-30,2022,52,5,782,334.65463,158,504,0,510.0,272.0,25.0,3.0,200.0,248.04657,0.0,0.0,195.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-01-01,2022,52,7,88,27.49567,20,33,31,0.0,88.0,,,,,0.0,0.0,7.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-01-02,2023,1,1,1369,610.80314,157,667,311,799.0,570.0,36.0,0.0,335.0,443.33488,0.0,0.0,339.0,619.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-01-03,2023,1,2,1729,678.14845,248,619,423,1174.0,555.0,43.0,0.0,434.0,531.1665399999999,0.0,0.0,419.0,832.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-01-04,2023,1,3,1997,814.09677,290,789,429,1392.0,605.0,49.0,2.0,423.0,546.4167,0.0,0.0,427.0,957.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-01-05,2023,1,4,2222,680.46201,334,768,470,1446.0,776.0,40.0,1.0,338.0,421.26131,0.0,0.0,336.0,770.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-01-06,2023,1,5,1714,561.34179,298,522,436,1041.0,673.0,47.0,6.0,512.0,434.1597,0.0,0.0,512.0,935.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-01-07,2023,1,6,112,66.91098,1,88,30,0.0,112.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-01-09,2023,2,1,1618,685.65987,227,669,352,932.0,686.0,44.0,1.0,422.0,435.43647,0.0,0.0,419.0,911.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-01-10,2023,2,2,1967,599.53075,326,583,503,1377.0,590.0,50.0,0.0,514.0,507.09643,0.0,0.0,506.0,1016.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-01-11,2023,2,3,2353,810.66657,334,915,526,1353.0,1000.0,50.0,3.0,474.0,438.85398,0.0,0.0,474.0,899.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-01-12,2023,2,4,2019,686.86203,320,747,485,1376.0,643.0,46.0,1.0,500.0,432.25967,0.0,0.0,495.0,989.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-01-13,2023,2,5,2349,743.88528,446,768,603,1592.0,757.0,65.0,12.0,607.0,696.96766,0.0,0.0,605.0,1476.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-01-14,2023,2,6,311,153.90599,0,122,48,0.0,311.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-01-15,2023,2,7,24,10.90372,1,17,8,0.0,24.0,,,,,0.0,0.0,1.0,5.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-01-16,2023,3,1,2160,776.63448,329,838,547,1473.0,687.0,54.0,0.0,570.0,543.829,0.0,0.0,571.0,1176.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-01-17,2023,3,2,2768,1008.02448,448,925,648,1722.0,1046.0,56.0,4.0,630.0,686.76966,0.0,0.0,638.0,1417.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-01-18,2023,3,3,2955,1026.20835,389,1048,587,1943.0,1012.0,58.0,4.0,590.0,573.0618,0.0,0.0,590.0,1198.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-01-19,2023,3,4,2439,947.57441,302,899,531,1437.0,1002.0,64.0,6.0,521.0,583.38205,0.0,0.0,509.0,1082.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-01-20,2023,3,5,2576,837.97923,401,863,549,1647.0,929.0,65.0,17.0,588.0,690.55517,0.0,0.0,586.0,1344.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-01-21,2023,3,6,248,183.54869,0,184,27,0.0,248.0,,,,,0.0,0.0,3.0,5.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-01-23,2023,4,1,2119,580.36168,417,523,516,1531.0,588.0,50.0,2.0,518.0,441.29694,0.0,0.0,522.0,1038.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-01-24,2023,4,2,2437,746.51782,493,776,617,1596.0,841.0,42.0,1.0,590.0,365.74266,0.0,0.0,598.0,1023.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-01-25,2023,4,3,2609,911.25335,422,982,640,1591.0,1018.0,55.0,7.0,631.0,580.75729,0.0,0.0,620.0,1296.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-01-26,2023,4,4,2683,1054.52707,427,1233,596,1684.0,999.0,57.0,13.0,576.0,679.45719,0.0,0.0,570.0,1358.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-01-27,2023,4,5,2480,833.38726,419,898,655,1568.0,912.0,82.0,25.0,712.0,1034.00563,0.0,0.0,711.0,1886.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-01-28,2023,4,6,292,164.1989,0,208,49,0.0,292.0,,,,,0.0,0.0,3.0,10.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-01-29,2023,4,7,16,3.21942,0,9,4,0.0,16.0,,,,,0.0,0.0,2.0,9.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-01-30,2023,5,1,1853,637.9019499999999,376,699,510,1252.0,601.0,54.0,5.0,571.0,667.3476499999999,0.0,0.0,574.0,1532.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-01-31,2023,5,2,2596,994.03439,379,894,602,1503.0,1093.0,56.0,4.0,638.0,687.14865,0.0,0.0,639.0,1344.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-02-01,2023,5,3,2669,895.25006,402,898,615,1702.0,967.0,53.0,8.0,542.0,605.62015,0.0,0.0,545.0,1268.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-02-02,2023,5,4,2915,1107.2531,383,1149,582,1790.0,1125.0,66.0,19.0,594.0,771.06682,0.0,0.0,584.0,1453.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-02-03,2023,5,5,3204,1320.76057,484,1368,705,1910.0,1294.0,68.0,7.0,702.0,734.08142,0.0,0.0,702.0,1533.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-02-04,2023,5,6,386,225.13818,4,215,47,0.0,386.0,,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-02-05,2023,5,7,12,2.80257,0,8,5,0.0,12.0,,,,,0.0,0.0,4.0,91.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-02-06,2023,6,1,2487,726.96565,468,780,655,1822.0,665.0,66.0,7.0,702.0,789.61096,0.0,0.0,694.0,1554.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-02-07,2023,6,2,2692,981.38232,451,948,658,1692.0,1000.0,67.0,7.0,654.0,746.04918,0.0,0.0,655.0,1428.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-02-08,2023,6,3,2881,959.05809,420,921,613,1876.0,1005.0,63.0,3.0,578.0,692.01259,0.0,0.0,576.0,1300.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-02-09,2023,6,4,2683,977.37659,384,1023,609,1695.0,988.0,44.0,5.0,600.0,384.7987,0.0,0.0,599.0,1024.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-02-10,2023,6,5,2600,849.00752,494,920,693,1743.0,857.0,79.0,20.0,742.0,858.79737,0.0,0.0,737.0,1717.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-02-11,2023,6,6,369,175.1818,8,165,49,0.0,369.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-02-12,2023,6,7,11,1.3252199999999998,0,3,3,0.0,11.0,,,,,0.0,0.0,4.0,17.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-02-13,2023,7,1,2113,725.95748,356,796,544,1411.0,702.0,59.0,6.0,553.0,689.0987700000001,0.0,0.0,555.0,1322.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-02-14,2023,7,2,2415,768.52886,489,759,625,1543.0,872.0,48.0,3.0,603.0,546.56863,0.0,0.0,605.0,1243.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-02-15,2023,7,3,2751,855.67211,412,863,665,1827.0,924.0,60.0,1.0,676.0,548.97567,0.0,0.0,674.0,1328.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-02-16,2023,7,4,2402,1020.95298,290,1018,514,1595.0,807.0,54.0,10.0,474.0,572.92384,0.0,0.0,474.0,1039.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-02-17,2023,7,5,2430,900.9571,429,988,586,1657.0,773.0,72.0,16.0,674.0,735.37644,0.0,0.0,669.0,1591.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-02-18,2023,7,6,378,166.90404,3,183,60,0.0,378.0,,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-02-19,2023,7,7,24,2.07416,0,7,7,0.0,24.0,,,,,0.0,0.0,6.0,66.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-02-20,2023,8,1,2106,879.03647,398,945,568,1462.0,644.0,57.0,7.0,571.0,791.95856,0.0,0.0,573.0,1384.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-02-21,2023,8,2,2700,1020.49396,458,1042,691,1789.0,911.0,56.0,8.0,640.0,733.59366,0.0,0.0,643.0,1524.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-02-22,2023,8,3,2722,929.21782,408,917,586,1618.0,1104.0,64.0,7.0,629.0,575.17843,0.0,0.0,631.0,1354.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-02-23,2023,8,4,2643,889.27808,442,1056,633,1755.0,888.0,60.0,16.0,572.0,775.73533,0.0,0.0,568.0,1424.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-02-24,2023,8,5,2684,872.10104,510,935,677,1658.0,1026.0,90.0,23.0,784.0,1042.5758,0.0,0.0,775.0,1997.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-02-25,2023,8,6,468,234.252,10,248,75,0.0,468.0,,,,,0.0,0.0,5.0,15.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-02-26,2023,8,7,14,4.15025,0,9,8,0.0,14.0,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-02-27,2023,9,1,2360,904.08574,384,1024,595,1598.0,762.0,49.0,1.0,639.0,529.8549,0.0,0.0,644.0,1249.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-02-28,2023,9,2,2749,858.13866,487,877,688,1838.0,911.0,55.0,5.0,648.0,646.99751,0.0,0.0,651.0,1452.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-03-01,2023,9,3,2397,821.56097,411,856,611,1600.0,797.0,63.0,4.0,662.0,634.11643,0.0,0.0,659.0,1334.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-03-02,2023,9,4,2829,1107.52688,467,1103,629,1923.0,906.0,61.0,3.0,561.0,595.95255,0.0,0.0,560.0,1255.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-03-03,2023,9,5,2676,1275.43079,414,1213,596,1764.0,912.0,75.0,11.0,635.0,820.4907,0.0,0.0,632.0,1528.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-03-04,2023,9,6,272,159.84696,7,171,48,0.0,272.0,,,,,0.0,0.0,2.0,4.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-03-05,2023,9,7,23,21.290000000000003,0,22,1,0.0,23.0,,,,,0.0,0.0,1.0,1.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-03-06,2023,10,1,2203,876.73666,329,864,575,1611.0,592.0,67.0,6.0,619.0,899.24538,0.0,0.0,609.0,1535.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-03-07,2023,10,2,2901,873.1604,564,875,712,1841.0,1060.0,56.0,4.0,654.0,651.97245,0.0,0.0,653.0,1383.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-03-08,2023,10,3,2924,1060.61963,364,983,620,1836.0,1088.0,63.0,5.0,666.0,710.15962,0.0,0.0,671.0,1479.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-03-09,2023,10,4,2745,1159.69181,382,1223,585,1978.0,767.0,56.0,3.0,531.0,547.74631,0.0,0.0,522.0,1114.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-03-10,2023,10,5,2820,1146.13642,431,1207,648,1783.0,1037.0,72.0,12.0,686.0,854.13598,0.0,0.0,682.0,1632.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-03-11,2023,10,6,207,130.58835,1,136,37,0.0,207.0,,,,,0.0,0.0,3.0,6.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-03-13,2023,11,1,2356,924.71467,342,1015,554,1618.0,738.0,61.0,8.0,541.0,867.70422,0.0,0.0,536.0,1444.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-03-14,2023,11,2,2519,829.28932,467,855,628,1623.0,896.0,64.0,8.0,705.0,846.1508699999999,0.0,0.0,707.0,1666.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-03-15,2023,11,3,2806,1061.6664,325,1192,573,1844.0,962.0,69.0,6.0,578.0,779.94052,0.0,0.0,586.0,1525.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-03-16,2023,11,4,2770,1007.91866,355,1139,551,1898.0,872.0,55.0,5.0,502.0,542.41159,0.0,0.0,503.0,1235.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-03-17,2023,11,5,2657,1037.0284,418,1027,659,1685.0,972.0,83.0,13.0,679.0,944.90892,0.0,0.0,670.0,1692.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-03-18,2023,11,6,331,187.80245,5,216,49,0.0,331.0,,,,,0.0,0.0,2.0,51.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
2023-03-19,2023,11,7,4,0.008,1,0,1,0.0,4.0,,,,,0.0,0.0,4.0,46.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Sunday,,0.7114913912827506,,,
2023-03-20,2023,12,1,2267,719.79771,371,789,591,1524.0,743.0,54.0,3.0,612.0,619.12843,0.0,0.0,615.0,1320.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Monday,,0.7114913912827506,,,
2023-03-21,2023,12,2,2507,859.91274,519,930,720,1603.0,904.0,69.0,20.0,735.0,978.20865,0.0,0.0,723.0,1534.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Tuesday,,0.7114913912827506,,,
2023-03-22,2023,12,3,2746,918.26237,353,883,593,1751.0,995.0,61.0,2.0,620.0,587.61369,0.0,0.0,627.0,1374.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Wednesday,,0.7114913912827506,,,
2023-03-23,2023,12,4,2793,992.86444,360,1065,577,1818.0,975.0,60.0,7.0,528.0,605.87175,0.0,0.0,524.0,1246.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Thursday,,0.7114913912827506,,,
2023-03-24,2023,12,5,2587,1074.98,416,1060,658,1777.0,810.0,57.0,5.0,650.0,550.00518,0.0,0.0,643.0,1285.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Friday,,0.7114913912827506,,,
2023-03-25,2023,12,6,97,56.32398,0,78,20,0.0,97.0,,,,,0.0,0.0,1.0,3.0,,,,,,,,,,,0.7114913912827506,,,False,,,,,,,,Saturday,,0.7114913912827506,,,
